pair_id,condition,subject,confidence,bn_context,banglish_context,bn_question,banglish_question,bn_correct_answer,banglish_correct_answer,bn_wrong_answer,banglish_wrong_answer,hallucination_type_guess,source_original_pair_id,reviewer_status,reviewer_notes
pilot_000177,has_context,others,low,রাজীব গান্ধী ১৯৪৪ সালের ২০ আগস্ট জন্মগ্রহণ করেন এবং ১৯৯১ সালের ২১ মে নিহত হন।,rajibo gandhi 1944 saler 20 agosto jonmogrohono koren ebng 1991 shaler 21 me nihoto hono.,রাজীব রত্ন গান্ধীর জন্মদিন কবে ?,rajibo rotno gandhiro jonmodino kobe ?,২০ আগস্ট ১৯৪৪।,20 agosto 1944.,২১ আগস্ট ১৯৪৪।,21 agosto 1944.,numeric,bnp_009767,,
pilot_000178,has_context,law,low,"এই আইনের অধীনে নির্বাচন সম্পর্কিত বিরোধ নিষ্পত্তির ক্ষেত্রে নির্বাচন কমিশন, সরকারি গেজেটে প্রজ্ঞাপনের দ্বারা, একজন উপযুক্ত পদমর্যাদার বিচার বিভাগীয় কর্মকর্তার সমন্বয়ে প্রয়োজনীয় সংখ্যক নির্বাচনী ট্রাইব্যুনাল এবং একজন উপযুক্ত পদমর্যাদার বিচার বিভাগীয় কর্মকর্তা ও একজন উপযুক্ত পদমর্যাদার নির্বাহী বিভাগের কর্মকর্তার সমন্বয়ে প্রয়োজনীয় সংখ্যক নির্বাচনী আপিল ট্রাইব্যুনাল গঠন করিবে।","ei ainero odhine nirbachono somporkito birodho nishpottiro kshetre nirbachono komishono, sorokari gejete projnaponero dbara, ekojono upojukto podomorjadaro bicharo bibhagiyo kormokortaro somonboye proyojoniyo songkhjoko nirbachoni traibjunalo ebng ekojono upojukto podomorjadaro bicharo bibhagiyo kormokorta o ekojono upojukto podomorjadaro nirbahi bibhagero kormokortaro somonboye proyojoniyo songkhjoko nirbachoni apilo traibjunalo gothono koribe.","প্রদত্ত প্রসঙ্গ অনুযায়ী স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ২৩ সম্পর্কে কী বলা হয়েছে?","prodotto prosngo onujayi sthaniyo shorkar (iuniyono porishodo) ain, 2009-er dhara 23 somporke kii bola hoyeche?","এই আইনের অধীনে নির্বাচন সম্পর্কিত বিরোধ নিষ্পত্তির ক্ষেত্রে নির্বাচন কমিশন, সরকারি গেজেটে প্রজ্ঞাপনের দ্বারা, একজন উপযুক্ত পদমর্যাদার বিচার বিভাগীয় কর্মকর্তার সমন্বয়ে প্রয়োজনীয় সংখ্যক নির্বাচনী ট্রাইব্যুনাল এবং একজন উপযুক্ত পদমর্যাদার বিচার বিভাগীয় কর্মকর্তা ও একজন উপযুক্ত পদমর্যাদার নির্বাহী বিভাগের কর্মকর্তার সমন্বয়ে প্রয়োজনীয় সংখ্যক নির্বাচনী আপিল ট্রাইব্যুনাল গঠন করিবে।","ei ainero odhine nirbachono somporkito birodho nishpottiro kshetre nirbachono komishono, sorokari gejete projnaponero dbara, ekojono upojukto podomorjadaro bicharo bibhagiyo kormokortaro somonboye proyojoniyo songkhjoko nirbachoni traibjunalo ebong ekojono upojukto podomorjadaro bicharo bibhagiyo kormokorta o ekojono upojukto podomorjadaro nirbahi bibhagero kormokortaro somonboye proyojoniyo songkhjoko nirbachoni apilo traibjunalo gothono koribe.","এই আইনের অধীনে নির্বাচন সম্পর্কিত বিরোধ নিষ্পত্তির ক্ষেত্রে ইউনিয়ন পরিষদ, সরকারি গেজেটে প্রজ্ঞাপনের দ্বারা, একজন উপযুক্ত পদমর্যাদার বিচার বিভাগীয় কর্মকর্তার সমন্বয়ে প্রয়োজনীয় সংখ্যক নির্বাচনী ট্রাইব্যুনাল এবং একজন উপযুক্ত পদমর্যাদার বিচার বিভাগীয় কর্মকর্তা ও একজন উপযুক্ত পদমর্যাদার নির্বাহী বিভাগের কর্মকর্তার সমন্বয়ে প্রয়োজনীয় সংখ্যক নির্বাচনী আপিল ট্রাইব্যুনাল গঠন করিবে।","ei ainero odhine nirbachono somporkito birodho nishpottiro kshetre iuniyono porishodo, sorokari gejete projnaponero dbara, ekojono upojukto podomorjadaro bicharo bibhagiyo kormokortaro somonboye proyojoniyo songkhjoko nirbachoni traibjunalo ebng ekojono upojukto podomorjadaro bicharo bibhagiyo kormokorta o ekojono upojukto podomorjadaro nirbahi bibhagero kormokortaro somonboye proyojoniyo songkhjoko nirbachoni apilo traibjunalo gothono koribe.",relational,bnp_009983,,
pilot_000179,has_context,reading_comprehension,low,ঢাকা বিশ্ববিদ্যালয় বাংলাদেশের সবচেয়ে পুরানো বিশ্ববিদ্যালয়। এই বিশ্ববিদ্যালয় ১৯২১ সালে প্রতিষ্ঠিত হয়। বাংলাদেশের মোট উচ্চ শিক্ষিত জনগোষ্ঠির প্রায় ৭০%-ই এই বিশ্ববিদ্যালয়ের ছাত্র-ছাত্রী। প্রতিষ্ঠার পর থেকে এ যাবৎ ২৬ জন বিশিষ্ট শিক্ষাবিদ ঢাকা বিশ্ববিদ্যালয়ের উপাচার্যের দায়িত্ব পালন করেছেন। এই বিশ্ববিদ্যালয়ের বর্তমান উপাচার্য মো. আখতারুজ্জামান।,dhaka bishbobidjaloyo bangladesher sobocheye purano bishbobidjaloyo. ei bishbobidjaloyo 1921 shale protishthito hoi. bangladesher mot uchcho shikshito jonogoshthiro prayo 70%-i ei bishbobidjaloyero chhatro-chhatri. protishtharo poro theke e jaboto 26 jon bishishto shikshabido dhaka bishbobidjaloyero upacharjero dayitbo palono korechheno. ei bishbobidjaloyero bortomano upacharjo mo. akhotarujjamano.,ঢাকা বিশ্ববিদ্যালয়ের বর্তমান (২০১৯) উপাচার্যের নাম কী ?,dhaka bishbobidjaloyero bortomano (2019) upacharjero naam ki ?,মো. আখতারুজ্জামান,mo. akhotarujjamano,মো. বিশ্ববিদ্যালয়,mo. bishbobidjaloyo,relational,bnp_010006,,
pilot_000180,has_context,history,low,১৮৯০-এর দশকে ওয়েস্ট ইন্ডিজ ক্রিকেট দলের প্রতিষ্ঠা হয়েছিল বলে ধারণা করা হয়। তখন তারা সফরকারী ইংল্যান্ড ক্রিকেট দলের বিপক্ষে প্রথম মাঠে খেলতে নামে। ১৯২৬ সালে ক্রিকেটের আন্তর্জাতিক নিয়ন্ত্রক সংস্থা ইম্পেরিয়াল ক্রিকেট কনফারেন্সে ওয়েস্ট ইন্ডিজ ক্রিকেট বোর্ড বা ডব্লিউআইসিবি যোগদান করে।[4] এরপরই তারা আনুষ্ঠানিকভাবে প্রথম আন্তর্জাতিক খেলায় অংশগ্রহণ করে। ১৯২৮ সালে ওয়েস্ট ইন্ডিজ ক্রিকেট দল ৪র্থ টেস্টখেলুড়ে দলের মর্যাদা লাভ করে।[5],1890-er doshoke oyesto indijo kriketo dolero protishtha hoyechhilo bole dharona kora hoi. tokhono tara soforokari ingljando kriketo dolero bipokshe prothom mathe khelote name. 1926 shale kriketero antorjatiko niyontroko songstha imperiyalo kriketo konofarense oyesto indijo kriketo bordo ba dobliuaisibi jogodano kore.[4] eroporoi tara anushthanikobhabe prthom antorjatiko khelayo ongshogrohono kore. 1928 shale oyesto indijo kriketo dolo 4rtho testokhelure dolero morjada labho kore.[5],ওয়েস্ট ইন্ডিজের জাতীয় ক্রিকেট দল কবে প্রতিষ্ঠিত হয় ?,oyesto indijero jatio kriketo dolo kobe protishthito hoi ?,১৮৯০-এর দশকে প্রতিষ্ঠিত হয়েছিল বলে ধারণা করা হয়।,1890-er doshoke protishthito hoyechhilo bole dharona kora hoy.,১৯২৬ সালে আনুষ্ঠানিকভাবে প্রতিষ্ঠিত হয়।,1926 sale anushthanikobhabe protishthito hoi.,numeric,bnp_010048,,
pilot_000181,has_context,law,low,"১৭২৬ সালের সনদে কলকাতা, বোম্বে ও মাদ্রাজে মেয়রস কোর্ট প্রতিষ্ঠিত হয়।","1726 saler sonode kolokata, bombe o madraje meyoroso korto protishthito hoi.",প্রদত্ত প্রসঙ্গ অনুযায়ী বাংলাদেশের বিচারব্যবস্থার ঐতিহাসিক বিকাশ সম্পর্কে কী বলা হয়েছে?,prodotto prosongo onujayi bangladesher bicharobjobostharo oitihasiko bikasho somporke ki bola hoise?,"১৭২৬ সালের সনদে কলকাতা, বোম্বে ও মাদ্রাজে মেয়রস কোর্ট প্রতিষ্ঠিত হয়।","1726 saler sonode kolokata, bombe o madraje meyoroso korto protishthito hoy.","১৭২৭ সালের সনদে কলকাতা, বোম্বে ও মাদ্রাজে মেয়রস কোর্ট প্রতিষ্ঠিত হয়।","1727 saler sonode kolokata, bombe o madraje meyoroso korto protishthito hoi.",numeric,bnp_010163,,
pilot_000182,no_context,mathematics,low,,,"$\overline{abc}$ ও $\overline{cba}$ দুটি 3 অঙ্কের সংখ্যা যাদের যোগফল 9 দ্বারা বিভাজ্য। (এখানে $a \neq c$) $\overline{c1b2a}$ সংখ্যাটি 9 দ্বারা ভাগ করলে ভাগশেষ কত হবে? (1, b, 2, a, c প্রতিটি সংখ্যা একটি করে অঙ্ক।)","$\overline{abc}$ o $\overline{cba}$ duti 3 ongkero songkha jadero jogofolo 9 dbara bibhajjo. (ekhane $a \neq c$) $\overline{c1b2a}$ songkhjati 9 dbara bhago korole bhagoshesho koto hbe? (1, b, 2, a, c protita songkhya ekta kore ongko.)",3,3,10,10,fabricated,bnp_010213,,
pilot_000183,no_context,idiom_meaning,low,,,"""খণ্ডকপালে"" এর ভাবার্থ কী?","""khondokopale"" er bhabartho kii?",দুর্ভাগা,durbhaga,অঙ্গপ্রত্যঙ্গ সঞ্চালনে সাময়িক নিয়ন্ত্রণ হারানো,onggoprotjonggo sonchalone samoyiko niyontrono harano,fabricated,bnp_010319,,
pilot_000184,no_context,literature,low,,,ব্রাহ্মসমাজের প্রতিষ্ঠাতা কে?,brahmosomajero protishthata ke?,রাজা রামমোহন রায়,raja ramomohono rayo,অক্ষয়কুমার দত্ত,okshoyokumaro dotto,fabricated,bnp_010382,,
pilot_000185,has_context,history,low,১৫৬৪ খ্রিস্টাব্দে তাজ খান কররানী বাংলার দুর্বল সুলতান গিয়াসউদ্দীনকে পরাজিত করে সিংহাসন দখল করেন। তাজ খান দিল্লীর সূরী বংশীয় সম্রাট ইসলাম শাহের একজন বিশ্বস্ত অনুচর ছিলেন। কিন্তু তার পরে অাদিল শাহ অনৈতিকভাবে সিংহাসন দখল করলে তাজ খান বাংলায় পলায়ন করেন এবং এখান থেকেই তিনি আদিল শাহের সাথে যুদ্ধে লিপ্ত হন। এখানে তিনি বাহাদুর শাহের অধীনে চাকরী গ্রহণ করেন এবং তার নেতৃত্বে অাদিল শাহের বিরুদ্ধে যুদ্ধে লিপ্ত থাকেন।[31] তাজ খান বাংলার মাটিতে তার ক্ষমতার বীজ শক্তভাবে প্রোথিত করেন। পরবর্তীতে সুলতান গিয়াসউদ্দীনকে পরাজিত করে তিনি বাংলার সিংহাসন দখল করেন।,1564 khristabde tajo khano kororani banglaro durbolo sulotano giyasouddinoke porajito kore singhasono dokholo koren. tajo khano dilliro suri bongshiyo somrato isolamo shahero ekojono bishbosto onuchoro chhileno. kintu tar pore odilo shaho onoitikobhabe singhasono dokholo korole tajo khano banglayo polayono koren ebng ekhano thekei tini adilo shahero sathe juddhe lipto hono. ekhane tini bahaduro shahero odhine chakori grohono koren ebong tar netritbe odilo shahero biruddhe juddhe lipto thakeno.[31] tajo khano banglaro matite tar kshomotaro bijo shoktobhabe prothito koren. porobortite sulotano giyasouddinoke porajito kore tini banglaro singhasono dokholo korn.,কররানী রাজবংশের প্রথম রাজা কে ?,kororani rajobongshero prthom raja ke ?,তাজ খান কররানী,tajo khano kororani,সুলাইমান কররানী,sulaimano kororani,relational,bnp_010474,,
pilot_000186,has_context,history,low,১৯৪৮ সালের ২৩ ফেব্রুয়ারি পাকিস্তান গণপরিষদে তিনি প্রথমবারের মতো অধিবেশনের কার্যবিবরণী ইংরেজি ও উর্দুর পাশাপাশি বাংলায় রাখার দাবি উত্থাপন করেন।,1948 shaler 23 februyari pakistano gonoporishode tini prothomobarero moto odhibeshonero karjobiboroni ingreji o urduro pashapashi banglayo rakharo dabi utthapono korn.,ধীরেন্দ্রনাথ দত্ত কবে পাকিস্তান গণপরিষদে বাংলা ভাষায় কার্যবিবরণী রাখার দাবি উত্থাপন করেন?,dhirendronatho dotto kobe pakistano gonoporishode bangla bhashayo karjobiboroni rakharo dabi utthapono korn?,১৯৪৮ সালের ২৩ ফেব্রুয়ারি,1948 saler 23 februyari,১৯৫২ সালের ২১ ফেব্রুয়ারি,1952 saler 21 februyari,numeric,bnp_010475,,
pilot_000187,has_context,history,low,"নতুন বিভাজন: ধর্মভিত্তিক বিভাজনের পরিবর্তে এবার ভাষাগত ভিত্তিতে অঞ্চল পুনর্বিন্যাস করা হয়। বাংলাভাষী অঞ্চলগুলোকে একত্র করে বাংলা প্রদেশ গঠন করা হলেও, বাংলা থেকে বিহার ও উড়িষ্যাকে আলাদা করে দেওয়া হয়। আসামকে পুনরায় একটি পৃথক প্রদেশে রূপ দেওয়া হয়।","notuno bibhajono: dhormobhittiko bibhajonero poriborte ebaro bhashagoto bhittite oncholo punorbinjaso kora hoi. banglabhashi onchologuloke ekotro kore bangla prodesho gothono kora holeo, bangla theke biharo o urishjake alada kore deoya hoi. asamoke punorayo ekti prithoko prodeshe rupo deoya hoy.",বঙ্গভঙ্গ রদের সময় নতুনভাবে অঞ্চল পুনর্বিন্যাস কোন ভিত্তিতে করা হয়?,bonggobhonggo rodero somoyo notunobhabe oncholo punorbinjaso kon bhittite kora hoi?,ভাষাগত ভিত্তিতে,bhashagoto bhittite,ধর্মভিত্তিক ভাবে,dhormobhittiko bhabe,relational,bnp_010498,,
pilot_000188,no_context,mathematics,low,,,"হারিছ বছরে ৳৩০,০০০ আয় করে এবং মাত্র ১০% বৃদ্ধি পেয়েছে। গাজি, হারিছের সমান পরিমাণ করে কিন্তু ১৫% বৃদ্ধি পেয়েছে। হারিছের তুলনায় গাজি আর কত টাকা বেশি আয় করবে?","harichho bochhore tk30,000 ayo kore ebng matro 10% briddhi peyechhe. gaji, harichhero somano porimano kore kintu 15% briddhi peyechhe. harichhero tulonayo gaji aro koto taka beshi ayo korobe?",১৫০০,1500,১২৫৬,1256,fabricated,bnp_010569,,
pilot_000189,no_context,idiom_meaning,low,,,"""মাথা ঠান্ডা করা"" এর ভাবার্থ কী?","""matha thanda kora"" er bhabartho kii?",উত্তেজনা দূর করে শান্ত হওয়া,uttejona duro kore shanto hooya,অরাজক দেশ,orajoko desho,fabricated,bnp_010771,,
pilot_000190,has_context,law,low,এই আইনের অধীন ইউনিয়ন পরিষদের প্রতিটি ওয়ার্ডে একটি ওয়ার্ড সভা গঠন করিতে হইবে।,ei ainero odhino iuniyono porishodero protita oyarde ekta oyardo sobha gothono korite hoibe.,"প্রদত্ত প্রসঙ্গ অনুযায়ী স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ৪ সম্পর্কে কী বলা হয়েছে?","prodotto prosngo anujayi sthaniyo sorkar (iuniyono porishodo) ain, 2009-er dhara 4 somporke kii bola hoyeche?",এই আইনের অধীন ইউনিয়ন পরিষদের প্রতিটি ওয়ার্ডে একটি ওয়ার্ড সভা গঠন করিতে হইবে।,ei ainero odhino iuniyono porishodero protita oyarde ekti oyardo sobha gothono korite hoibe.,এই আইনের অধীন উপজেলা পরিষদের প্রতিটি ওয়ার্ডে একটি ওয়ার্ড সভা গঠন করিতে হইবে।,ei ainero odhino upojela porishodero protiti oyarde ekti oyardo sobha gothono korite hoibe.,relational,bnp_010776,,
pilot_000191,has_context,others,low,কবি জীবনানন্দ দাশের পিতা ছিলেন সত্যানন্দ দাশ এবং মাতা ছিলেন কবি কুসুমকুমারী দাশ।,kobi jibonanondo dashero pita chhileno sotjanondo dasho ebong mata chhileno kobi kusumokumari dasho.,জীবনানন্দ দাশের বাবার নাম কী ?,jibonanondo dashero babaro naam ki ?,সত্যানন্দ দাশ।,sotjanondo dasho.,সত্যানন্দ দাশগুপ্ত।,sotjanondo dashogupto.,relational,bnp_010867,,
pilot_000192,has_context,others,low,"Values বা মূল্যবোধ হলো ব্যক্তি ও সমাজের গ্রহণযোগ্য নীতি, বিশ্বাস ও মানদণ্ড, যা মানুষের আচরণ ও সিদ্ধান্তকে দিকনির্দেশ করে। এটি কেবল প্রাতিষ্ঠানিক কাজের মধ্যে সীমাবদ্ধ নয়।","values ba muljobodho holo bjokti o somajero grohonojogjo niti, bishbaso o manodondo, ja manushero achorono o siddhantoke dikonirdesho kore. eti kebolo pratishthaniko kajero moddhe simaboddho noyo.",মূল্যবোধ কি কেবল প্রাতিষ্ঠানিক কাজ নির্দেশ করে?,muljobodho ki kebolo pratishthaniko kajo nirdesho kore?,"না, এটি ব্যক্তিগত ও সামাজিক আচরণও নির্দেশ করে।","naa, eti bjoktigoto o samajiko achoronoo nirdesho kore.","হ্যাঁ, এটি শুধু প্রাতিষ্ঠানিক কাজ নির্দেশ করে।","hyan, eti shudhu pratishthaniko kajo nirdesho kore.",relational,bnp_010869,,
pilot_000193,has_context,reading_comprehension,low,"রেগি টোরিয়ান (জন্ম ২২ এপ্রিল ১৯৭৫) একজন মার্কিন হার্ডলার।
তিনি ১৯৯৮ বিশ্বকাপে অষ্টম স্থান অধিকার করেন এবং ১৯৯৯ সালের বিশ্ব ইন্ডোর চ্যাম্পিয়নশিপে ৬০ মিটার হার্ডলে রৌপ্য পদক জিতেছিলেন।
১১০ মিটার হার্ডলসে তার ব্যক্তিগত সেরা সময় হল ১৩.০৩ সেকেন্ড, জুন ১৯৯৮ সালে নিউ অরলিন্সে অর্জিত।","regi toriyano (jonmo 22 eprilo 1975) ekojono markino hardolaro.
tini 1998 bishbokape oshtomo sthano odhikaro korn ebong 1999 shaler bishbo indoro chjampiyonoshipe 60 mitaro hardole roupjo podoko jitechhileno.
110 mitaro hardolose tar bjoktigoto sera somoyo holo 13.03 sekendo, juno 1998 sale niu orolinse orjito.",রেগি টোরিয়ান কবে জন্মগ্রহণ করেন?,regi toriyano kobe jonmogrohono koren?,রেগি টোরিয়ান (জন্ম ২২ এপ্রিল ১৯৭৫) একজন মার্কিন হার্ডলার।,regi toriyano (jonmo 22 eprilo 1975) ekojono markino hardolaro.,২২ এপ্রিল ১৯৯৮,22 eprilo 1998,numeric,bnp_010897,,
pilot_000194,has_context,reading_comprehension,low,"নভেরার জন্ম বাংলাদেশের সুন্দরবনে মার্চ ২৯, ১৯৩৯ খ্রিস্টাব্দে ।[5] চাচা নাম রাখেন নভেরা। ফার্সি শব্দ ‘নভেরা’র অর্থ নবাগত, নতুন জন্ম। কর্মসূত্রে তার বাবা সৈয়দ আহমেদ কর্মরত ছিলেন সুন্দরবন অঞ্চলে। তবে পৈতৃক নিবাস চট্টগ্রামের আসকারদিঘির উত্তর পাড়। পরবর্তীতে তার বাবা চাকরিসূত্রে কিছুকাল কলকাতায় অবস্থার করায় নভেরার শৈশব কেটেছে কলকাতা শহরে। বিদ্যালয়ে অধ্যয়নকালেই তিনি নাচ, গান শেখার পাশাপাশি মাটি দিয়ে মূর্তি তৈরী (মডেলিং) করতেন।[1] তিনি কলকাতার লরেটা স্কুল থেকে প্রবেশিকা (ম্যাট্রিক) পাস করেন।[4][6][7]","nobheraro jonmo bangladesher sundorobone marcho 29, 1939 khristabde .[5] chacha naam rakheno nobhera. farsi shobdo ‘nobhera’ro ortho nobagoto, notuno jonmo. kormosutre tar baba soiyodo ahomedo kormoroto chhileno sundorobono onchole. tbe poitriko nibaso chottogramero asokarodighiro uttar paro. porobortite tar baba chakorisutre kichhukalo kolokatayo obostharo korayo nobheraro shoishobo ketechhe kolokata shohore. bidjaloye odhjoyonokalei tini nacho, gano shekharo pashapashi mati diye murti toiri (modeling) koroteno.[1] tini kolokataro loreta skulo theke probeshika (mjatriko) paso koren.[4][6][7]",বাংলাদেশী ভাস্কর নভেরা আহমেদের বাবার নাম কী ?,bangladeshi bhaskoro nobhera ahomedero babaro naam kii ?,সৈয়দ আহমেদ,soiyodo ahomedo,উত্তর আহমেদ,uttar ahomedo,relational,bnp_010953,,
pilot_000195,has_context,reading_comprehension,low,"আডলফ হিটলার ( [ˈadɔlf ˈhɪtlɐ] জার্মান ভাষায়: Adolf Hitler আডল্‌ফ্‌ হিট্‌লা) (২০শে এপ্রিল, ১৮৮৯ - ৩০শে এপ্রিল, ১৯৪৫) অস্ট্রীয় বংশোদ্ভূত জার্মান রাজনীতিবিদ যিনি ন্যাশনাল সোশ্যালিস্ট জার্মান ওয়ার্কার্স পার্টির নেতৃত্ব দিয়েছিলেন। হিটলার ১৯৩৩ থেকে ১৯৪৫ সাল পর্যন্ত জার্মানির চ্যান্সেলর এবং ১৯৩৪ থেকে ১৯৪৫ সাল পর্যন্ত সে দেশের ফিউরার ছিলেন।","adolofo hitolaro ( [ˈadɔlf ˈhɪtlɐ] jarmano bhashayo: adolf hitler adol‌f‌ hit‌la) (20she eprilo, 1889 - 30she eprilo, 1945) ostriyo bongshodbhuto jarmano rajonitibido jini njashonalo soshjalisto jarmano oyarkarso partiro netritbo diyechhileno. hitolaro 1933 theke 1945 sal porjonto jarmaniro chjanseloro ebong 1934 theke 1945 sal porjonto se deshero fiuraro chhileno.",অনুচ্ছেদের ভিত্তিতে “হিটলার ১৯৩৩ ১৯৪৫ পর্যন্ত জার্মানির” বিষয়ে কোন বক্তব্যটি সঠিক?,onuchchhedero bhittite “hitolaro 1933 1945 porjonto jarmaniro” bishoye kon boktobjoti sothik?,হিটলার ১৯৩৩ থেকে ১৯৪৫ সাল পর্যন্ত জার্মানির চ্যান্সেলর এবং ১৯৩৪ থেকে ১৯৪৫ সাল পর্যন্ত সে দেশের ফিউরার ছিলেন।,hitolaro 1933 theke 1945 sal porjonto jarmaniro chjanseloro ebng 1934 theke 1945 shal porjonto she deshero fiuraro chhileno.,হিটলার ১৯৩৪ থেকে ১৯৪৫ সাল পর্যন্ত জার্মানির চ্যান্সেলর এবং ১৯৩৪ থেকে ১৯৪৫ সাল পর্যন্ত সে দেশের ফিউরার ছিলেন।,hitolaro 1934 theke 1945 sal porjonto jarmaniro chjanseloro ebng 1934 theke 1945 sal porjonto se deshero fiuraro chhileno.,numeric,bnp_011093,,
pilot_000196,no_context,science,low,,,গবলিন হাঙরের প্রথম নমুনার সংগ্রাহক কে ছিলেন?,gobolino hangorero prthom nomunaro songgrahoko ke chhileno?,জাহাজ মালিক ও প্রকৃতিবিদ আলান ওয়েস্টেন,jahajo maliko o prokritibido alano oyesteno,ড. মেঘনাদ সাহা,do. meghonado saha,fabricated,bnp_011161,,
pilot_000197,no_context,history,low,,,‘অভি’ ও ‘ইষ্ট’ শব্দ দুটির সন্ধিতে কোন শব্দ গঠিত হয়?,‘obhi’ o ‘ishto’ shobdo dutiro sondhite kon shobdo gothito hoy?,অভীষ্ট,obhishto,অভিইষ্ট,obhiishto,fabricated,bnp_011166,,
pilot_000198,no_context,bcs,low,,,অ্যাটর্নি জেনারেল রাষ্ট্রের কোন অংশের কর্মকর্তা?,ojatorni jenarelo rashtrero kon ongshero kormokorta?,নির্বাহী বিভাগ,nirbahi bivag,বিচার বিভাগ,bicharo bivag,fabricated,bnp_011190,,
pilot_000199,no_context,bcs,low,,,রঞ্জন চরিত্রটি রবীন্দ্রনাথ ঠাকুরের কোন নাটকের?,ronjono choritroti robindronatho thakurero kon natokero?,রক্তকরবী,roktokorobi,মুক্তধারা,muktodhara,fabricated,bnp_011192,,
