item_id,split,record_id,pair_id,subject,condition,difficulty,existing_label,prefilled,blind_check
dev_0593,dev,bnp_024013_1,bnp_024013,reading_comprehension,has_context,easy,0,yes,no
dev_0594,dev,bnp_006134_0,bnp_006134,history,has_context,hard,1,no,yes
dev_0595,dev,bnp_031057_1,bnp_031057,reading_comprehension,has_context,easy,0,no,yes
dev_0596,dev,bnp_022588_0,bnp_022588,bcs,no_context,easy,1,no,yes
dev_0597,dev,bnp_008126_1,bnp_008126,mathematics,no_context,easy,0,yes,no
dev_0598,dev,bnp_029592_1,bnp_029592,reading_comprehension,has_context,easy,0,yes,no
dev_0599,dev,bnp_022765_1,bnp_022765,literature,no_context,easy,0,no,yes
dev_0600,dev,bnp_001548_0,bnp_001548,synonym,no_context,easy,1,yes,no
dev_0601,dev,bnp_009255_0,bnp_009255,antonym,no_context,easy,1,yes,no
dev_0602,dev,bnp_011539_1,bnp_011539,mathematics,no_context,easy,0,yes,no
dev_0603,dev,bnp_002319_0,bnp_002319,reading_comprehension,has_context,easy,1,no,yes
dev_0604,dev,bnp_007626_0,bnp_007626,others,has_context,easy,1,yes,no
dev_0605,dev,bnp_009481_1,bnp_009481,idiom_meaning,no_context,easy,0,yes,no
dev_0606,dev,bnp_002287_0,bnp_002287,reading_comprehension,has_context,easy,1,yes,no
dev_0607,dev,bnp_021392_1,bnp_021392,antonym,no_context,easy,0,yes,no
dev_0608,dev,bnp_027168_1,bnp_027168,antonym,no_context,easy,0,yes,no
dev_0609,dev,bnp_007644_0,bnp_007644,history,has_context,hard,1,yes,no
dev_0610,dev,bnp_023892_1,bnp_023892,idiom_meaning,no_context,easy,0,yes,no
dev_0611,dev,bnp_015506_1,bnp_015506,reading_comprehension,has_context,easy,0,yes,no
dev_0612,dev,bnp_008149_1,bnp_008149,reading_comprehension,has_context,easy,0,yes,no
dev_0613,dev,bnp_021255_0,bnp_021255,reading_comprehension,has_context,easy,1,yes,no
dev_0614,dev,bnp_029428_1,bnp_029428,antonym,no_context,easy,0,no,yes
dev_0615,dev,bnp_025074_1,bnp_025074,reading_comprehension,has_context,easy,0,yes,no
dev_0616,dev,bnp_012908_0,bnp_012908,grammar,has_context,hard,1,yes,no
dev_0617,dev,bnp_012865_0,bnp_012865,bcs,no_context,easy,1,yes,no
dev_0618,dev,bnp_013460_0,bnp_013460,history,has_context,hard,1,yes,no
dev_0619,dev,bnp_020947_1,bnp_020947,history,has_context,easy,0,yes,no
dev_0620,dev,bnp_017699_0,bnp_017699,science,no_context,easy,1,yes,no
dev_0621,dev,bnp_013413_1,bnp_013413,reading_comprehension,has_context,hard,0,yes,no
dev_0622,dev,bnp_024169_0,bnp_024169,mathematics,no_context,easy,1,yes,no
dev_0623,dev,bnp_006679_1,bnp_006679,reading_comprehension,has_context,easy,0,yes,no
dev_0624,dev,bnp_001925_1,bnp_001925,reading_comprehension,has_context,easy,0,yes,no
dev_0625,dev,bnp_015366_1,bnp_015366,grammar,has_context,hard,0,yes,no
dev_0626,dev,bnp_006210_0,bnp_006210,history,has_context,hard,1,yes,no
dev_0627,dev,bnp_030298_0,bnp_030298,reading_comprehension,has_context,easy,1,yes,no
dev_0628,dev,bnp_007418_0,bnp_007418,history,has_context,hard,1,yes,no
dev_0629,dev,bnp_021143_1,bnp_021143,history,has_context,easy,0,yes,no
dev_0630,dev,bnp_025826_0,bnp_025826,reading_comprehension,has_context,easy,1,no,yes
dev_0631,dev,bnp_015628_0,bnp_015628,literature,no_context,easy,1,yes,no
dev_0632,dev,bnp_004450_0,bnp_004450,law,no_context,hard,1,yes,no
dev_0633,dev,bnp_030592_0,bnp_030592,grammar,has_context,hard,1,yes,no
dev_0634,dev,bnp_022607_1,bnp_022607,history,no_context,hard,0,yes,no
dev_0635,dev,bnp_016860_0,bnp_016860,literature,no_context,hard,1,yes,no
dev_0636,dev,bnp_023945_0,bnp_023945,literature,no_context,easy,1,no,yes
dev_0637,dev,bnp_024418_1,bnp_024418,reading_comprehension,has_context,hard,0,yes,no
dev_0638,dev,bnp_008398_0,bnp_008398,history,has_context,hard,1,no,yes
dev_0639,dev,bnp_012661_1,bnp_012661,bcs,no_context,easy,0,yes,no
dev_0640,dev,bnp_008921_1,bnp_008921,history,has_context,easy,0,yes,no
dev_0641,dev,bnp_028229_1,bnp_028229,history,no_context,hard,0,yes,no
dev_0642,dev,bnp_001803_1,bnp_001803,history,has_context,easy,0,yes,no
dev_0643,dev,bnp_027303_1,bnp_027303,reading_comprehension,has_context,easy,0,yes,no
dev_0644,dev,bnp_006808_1,bnp_006808,science,no_context,hard,0,yes,no
dev_0645,dev,bnp_018068_0,bnp_018068,grammar,no_context,easy,1,yes,no
dev_0646,dev,bnp_019411_0,bnp_019411,mathematics,no_context,easy,1,yes,no
dev_0647,dev,bnp_014704_0,bnp_014704,idiom_meaning,no_context,easy,1,yes,no
dev_0648,dev,bnp_018551_1,bnp_018551,grammar,no_context,hard,0,yes,no
dev_0649,dev,bnp_030059_0,bnp_030059,antonym,no_context,easy,1,yes,no
dev_0650,dev,bnp_024423_1,bnp_024423,history,has_context,easy,0,no,yes
dev_0651,dev,bnp_012325_0,bnp_012325,grammar,no_context,easy,1,yes,no
dev_0652,dev,bnp_000417_0,bnp_000417,literature,no_context,easy,1,yes,no
dev_0653,dev,bnp_001967_1,bnp_001967,antonym,no_context,easy,0,yes,no
dev_0654,dev,bnp_028878_0,bnp_028878,history,has_context,hard,1,yes,no
dev_0655,dev,bnp_029241_1,bnp_029241,history,has_context,easy,0,yes,no
dev_0656,dev,bnp_017421_1,bnp_017421,others,has_context,easy,0,yes,no
dev_0657,dev,bnp_022799_0,bnp_022799,history,has_context,easy,1,yes,no
dev_0658,dev,bnp_011584_1,bnp_011584,bcs,no_context,easy,0,no,yes
dev_0659,dev,bnp_016415_0,bnp_016415,history,has_context,easy,1,yes,no
dev_0660,dev,bnp_002240_1,bnp_002240,history,has_context,hard,0,yes,no
dev_0661,dev,bnp_002675_0,bnp_002675,history,has_context,easy,1,yes,no
dev_0662,dev,bnp_027206_0,bnp_027206,idiom_meaning,no_context,easy,1,yes,no
dev_0663,dev,bnp_004752_0,bnp_004752,reading_comprehension,has_context,easy,1,yes,no
dev_0664,dev,bnp_003439_0,bnp_003439,reading_comprehension,has_context,easy,1,no,yes
dev_0665,dev,bnp_012504_1,bnp_012504,reading_comprehension,has_context,easy,0,yes,no
dev_0666,dev,bnp_028872_1,bnp_028872,reading_comprehension,has_context,easy,0,yes,no
dev_0667,dev,bnp_020746_0,bnp_020746,grammar,has_context,hard,1,yes,no
dev_0668,dev,bnp_018636_1,bnp_018636,others,has_context,easy,0,yes,no
dev_0669,dev,bnp_010705_1,bnp_010705,reading_comprehension,has_context,easy,0,yes,no
dev_0670,dev,bnp_019446_0,bnp_019446,reading_comprehension,has_context,easy,1,yes,no
dev_0671,dev,bnp_015903_1,bnp_015903,literature,no_context,easy,0,no,yes
dev_0672,dev,bnp_007016_0,bnp_007016,mathematics,no_context,easy,1,yes,no
dev_0673,dev,bnp_022692_0,bnp_022692,law,has_context,easy,1,yes,no
dev_0674,dev,bnp_021143_0,bnp_021143,history,has_context,easy,1,yes,no
dev_0675,dev,bnp_023403_0,bnp_023403,history,has_context,easy,1,yes,no
dev_0676,dev,bnp_003020_1,bnp_003020,literature,no_context,easy,0,yes,no
dev_0677,dev,bnp_012661_0,bnp_012661,bcs,no_context,easy,1,yes,no
dev_0678,dev,bnp_022171_1,bnp_022171,vocabulary,no_context,easy,0,yes,no
dev_0679,dev,bnp_024941_0,bnp_024941,reading_comprehension,has_context,easy,1,yes,no
dev_0680,dev,bnp_012175_0,bnp_012175,history,has_context,hard,1,yes,no
dev_0681,dev,bnp_002350_1,bnp_002350,history,has_context,easy,0,yes,no
dev_0682,dev,bnp_008681_0,bnp_008681,history,has_context,hard,1,yes,no
dev_0683,dev,bnp_017699_1,bnp_017699,science,no_context,easy,0,yes,no
dev_0684,dev,bnp_014704_1,bnp_014704,idiom_meaning,no_context,easy,0,yes,no
dev_0685,dev,bnp_001709_0,bnp_001709,history,has_context,easy,1,yes,no
dev_0686,dev,bnp_019436_1,bnp_019436,law,has_context,hard,0,yes,no
dev_0687,dev,bnp_023885_0,bnp_023885,reading_comprehension,has_context,easy,1,yes,no
dev_0688,dev,bnp_022295_0,bnp_022295,synonym,no_context,easy,1,yes,no
dev_0689,dev,bnp_007016_1,bnp_007016,mathematics,no_context,easy,0,yes,no
dev_0690,dev,bnp_003878_0,bnp_003878,reading_comprehension,has_context,easy,1,no,yes
dev_0691,dev,bnp_030298_1,bnp_030298,reading_comprehension,has_context,easy,0,yes,no
dev_0692,dev,bnp_028878_1,bnp_028878,history,has_context,hard,0,yes,no
dev_0693,dev,bnp_027350_0,bnp_027350,reading_comprehension,has_context,easy,1,yes,no
dev_0694,dev,bnp_024260_0,bnp_024260,reading_comprehension,has_context,easy,1,yes,no
dev_0695,dev,bnp_017245_0,bnp_017245,mathematics,no_context,easy,1,yes,no
dev_0696,dev,bnp_010498_1,bnp_010498,history,has_context,easy,0,yes,no
dev_0697,dev,bnp_003545_0,bnp_003545,reading_comprehension,has_context,easy,1,yes,no
dev_0698,dev,bnp_011917_1,bnp_011917,others,has_context,hard,0,no,yes
dev_0699,dev,bnp_019165_0,bnp_019165,grammar,no_context,hard,1,yes,no
dev_0700,dev,bnp_002239_1,bnp_002239,reading_comprehension,has_context,easy,0,yes,no
dev_0701,dev,bnp_009303_0,bnp_009303,synonym,no_context,easy,1,yes,no
dev_0702,dev,bnp_029062_1,bnp_029062,idiom_meaning,no_context,easy,0,yes,no
dev_0703,dev,bnp_014456_1,bnp_014456,history,has_context,easy,0,yes,no
dev_0704,dev,bnp_011044_1,bnp_011044,reading_comprehension,has_context,easy,0,yes,no
dev_0705,dev,bnp_012806_1,bnp_012806,history,has_context,easy,0,yes,no
dev_0706,dev,bnp_024108_0,bnp_024108,grammar,no_context,hard,1,yes,no
dev_0707,dev,bnp_025143_0,bnp_025143,mathematics,no_context,easy,1,yes,no
dev_0708,dev,bnp_016021_1,bnp_016021,bcs,no_context,easy,0,yes,no
dev_0709,dev,bnp_026910_1,bnp_026910,reading_comprehension,has_context,easy,0,yes,no
dev_0710,dev,bnp_024013_0,bnp_024013,reading_comprehension,has_context,easy,1,yes,no
dev_0711,dev,bnp_004674_1,bnp_004674,history,has_context,easy,0,yes,no
dev_0712,dev,bnp_014113_1,bnp_014113,antonym,no_context,easy,0,yes,no
dev_0713,dev,bnp_025122_0,bnp_025122,history,has_context,hard,1,yes,no
dev_0714,dev,bnp_029311_1,bnp_029311,reading_comprehension,has_context,hard,0,yes,no
dev_0715,dev,bnp_027062_1,bnp_027062,vocabulary,no_context,easy,0,yes,no
dev_0716,dev,bnp_000813_1,bnp_000813,grammar,has_context,hard,0,yes,no
dev_0717,dev,bnp_022765_0,bnp_022765,literature,no_context,easy,1,yes,no
dev_0718,dev,bnp_001908_0,bnp_001908,history,has_context,hard,1,yes,no
dev_0719,dev,bnp_026648_0,bnp_026648,idiom_meaning,no_context,easy,1,yes,no
dev_0720,dev,bnp_001495_1,bnp_001495,science,no_context,easy,0,yes,no
dev_0721,dev,bnp_029592_0,bnp_029592,reading_comprehension,has_context,easy,1,yes,no
dev_0722,dev,bnp_022799_1,bnp_022799,history,has_context,easy,0,yes,no
dev_0723,dev,bnp_014347_1,bnp_014347,reading_comprehension,has_context,easy,0,yes,no
dev_0724,dev,bnp_030905_1,bnp_030905,mathematics,no_context,hard,0,yes,no
dev_0725,dev,bnp_000439_1,bnp_000439,history,has_context,hard,0,yes,no
dev_0726,dev,bnp_017553_1,bnp_017553,mathematics,no_context,easy,0,yes,no
dev_0727,dev,bnp_027345_1,bnp_027345,science,no_context,easy,0,yes,no
dev_0728,dev,bnp_010539_0,bnp_010539,grammar,no_context,hard,1,yes,no
dev_0729,dev,bnp_027168_0,bnp_027168,antonym,no_context,easy,1,yes,no
dev_0730,dev,bnp_009240_0,bnp_009240,mathematics,no_context,hard,1,yes,no
dev_0731,dev,bnp_003393_0,bnp_003393,grammar,has_context,hard,1,yes,no
dev_0732,dev,bnp_031716_0,bnp_031716,reading_comprehension,has_context,easy,1,yes,no
dev_0733,dev,bnp_031117_0,bnp_031117,law,has_context,easy,1,no,yes
dev_0734,dev,bnp_008700_0,bnp_008700,others,has_context,hard,1,yes,no
dev_0735,dev,bnp_006804_1,bnp_006804,literature,no_context,easy,0,yes,no
dev_0736,dev,bnp_005702_0,bnp_005702,literature,no_context,easy,1,yes,no
dev_0737,dev,bnp_012908_1,bnp_012908,grammar,has_context,hard,0,yes,no
dev_0738,dev,bnp_002355_1,bnp_002355,reading_comprehension,has_context,easy,0,yes,no
dev_0739,dev,bnp_028469_0,bnp_028469,reading_comprehension,has_context,easy,1,yes,no
dev_0740,dev,bnp_026304_1,bnp_026304,law,has_context,hard,0,yes,no
dev_0741,dev,bnp_004524_0,bnp_004524,literature,no_context,hard,1,yes,no
dev_0742,dev,bnp_018636_0,bnp_018636,others,has_context,easy,1,yes,no
dev_0743,dev,bnp_028443_0,bnp_028443,history,has_context,easy,1,yes,no
dev_0744,dev,bnp_030964_1,bnp_030964,law,has_context,hard,0,no,yes
dev_0745,dev,bnp_013844_0,bnp_013844,bcs,no_context,hard,1,yes,no
dev_0746,dev,bnp_013898_1,bnp_013898,history,no_context,hard,0,no,yes
dev_0747,dev,bnp_021156_1,bnp_021156,science,no_context,hard,0,yes,no
dev_0748,dev,bnp_011578_0,bnp_011578,history,has_context,easy,1,yes,no
dev_0749,dev,bnp_014360_1,bnp_014360,reading_comprehension,has_context,hard,0,yes,no
dev_0750,dev,bnp_024866_1,bnp_024866,science,no_context,hard,0,yes,no
dev_0751,dev,bnp_006445_1,bnp_006445,idiom_meaning,no_context,easy,0,yes,no
dev_0752,dev,bnp_012086_0,bnp_012086,grammar,has_context,hard,1,yes,no
dev_0753,dev,bnp_003277_1,bnp_003277,others,has_context,easy,0,yes,no
dev_0754,dev,bnp_016125_1,bnp_016125,science,no_context,easy,0,yes,no
dev_0755,dev,bnp_020270_1,bnp_020270,bcs,no_context,easy,0,yes,no
dev_0756,dev,bnp_018163_1,bnp_018163,antonym,no_context,easy,0,yes,no
dev_0757,dev,bnp_028229_0,bnp_028229,grammar,no_context,hard,1,yes,no
dev_0758,dev,bnp_021345_1,bnp_021345,history,has_context,easy,0,yes,no
dev_0759,dev,bnp_001548_1,bnp_001548,synonym,no_context,easy,0,yes,no
dev_0760,dev,bnp_029043_1,bnp_029043,literature,no_context,easy,0,yes,no
dev_0761,dev,bnp_017975_0,bnp_017975,reading_comprehension,has_context,easy,1,yes,no
dev_0762,dev,bnp_025115_0,bnp_025115,science,no_context,easy,1,yes,no
dev_0763,dev,bnp_000417_1,bnp_000417,literature,no_context,easy,0,yes,no
dev_0764,dev,bnp_012911_1,bnp_012911,reading_comprehension,has_context,easy,0,yes,no
dev_0765,dev,bnp_008834_1,bnp_008834,reading_comprehension,has_context,easy,0,yes,no
dev_0766,dev,bnp_027320_1,bnp_027320,reading_comprehension,has_context,easy,0,yes,no
dev_0767,dev,bnp_010991_0,bnp_010991,reading_comprehension,has_context,easy,1,yes,no
dev_0768,dev,bnp_015983_0,bnp_015983,law,has_context,hard,1,yes,no
dev_0769,dev,bnp_030051_1,bnp_030051,reading_comprehension,has_context,easy,0,yes,no
dev_0770,dev,bnp_017060_1,bnp_017060,reading_comprehension,has_context,easy,0,yes,no
dev_0771,dev,bnp_027978_1,bnp_027978,synonym,no_context,easy,0,yes,no
dev_0772,dev,bnp_027525_1,bnp_027525,science,no_context,easy,0,yes,no
dev_0773,dev,bnp_009634_0,bnp_009634,reading_comprehension,has_context,easy,1,no,yes
dev_0774,dev,bnp_020844_1,bnp_020844,law,no_context,hard,0,yes,no
dev_0775,dev,bnp_023957_0,bnp_023957,bcs,no_context,hard,1,yes,no
dev_0776,dev,bnp_029428_0,bnp_029428,antonym,no_context,easy,1,yes,no
dev_0777,dev,bnp_017305_0,bnp_017305,law,no_context,hard,1,yes,no
dev_0778,dev,bnp_019929_0,bnp_019929,vocabulary,no_context,easy,1,yes,no
dev_0779,dev,bnp_010936_1,bnp_010936,reading_comprehension,has_context,easy,0,yes,no
dev_0780,dev,bnp_021253_0,bnp_021253,mathematics,no_context,easy,1,yes,no
dev_0781,dev,bnp_028275_0,bnp_028275,history,has_context,easy,1,yes,no
dev_0782,dev,bnp_026662_1,bnp_026662,idiom_meaning,no_context,easy,0,yes,no
dev_0783,dev,bnp_019515_1,bnp_019515,literature,no_context,easy,0,no,yes
dev_0784,dev,bnp_013253_1,bnp_013253,reading_comprehension,has_context,easy,0,yes,no
dev_0785,dev,bnp_005270_0,bnp_005270,reading_comprehension,has_context,easy,1,yes,no
dev_0786,dev,bnp_022977_0,bnp_022977,reading_comprehension,has_context,easy,1,yes,no
dev_0787,dev,bnp_031400_1,bnp_031400,law,no_context,easy,0,yes,no
dev_0788,dev,bnp_010570_0,bnp_010570,bcs,no_context,easy,1,yes,no
dev_0789,dev,bnp_027206_1,bnp_027206,idiom_meaning,no_context,easy,0,yes,no
dev_0790,dev,bnp_002785_0,bnp_002785,science,no_context,easy,1,yes,no
dev_0791,dev,bnp_021921_1,bnp_021921,grammar,has_context,hard,0,yes,no
dev_0792,dev,bnp_027848_1,bnp_027848,reading_comprehension,has_context,easy,0,yes,no
dev_0793,dev,bnp_026379_1,bnp_026379,science,no_context,easy,0,yes,no
dev_0794,dev,bnp_021141_1,bnp_021141,history,has_context,easy,0,yes,no
dev_0795,dev,bnp_024169_1,bnp_024169,mathematics,no_context,easy,0,yes,no
dev_0796,dev,bnp_017693_1,bnp_017693,reading_comprehension,has_context,easy,0,yes,no
dev_0797,dev,bnp_030505_0,bnp_030505,mathematics,no_context,easy,1,yes,no
dev_0798,dev,bnp_003631_1,bnp_003631,grammar,no_context,hard,0,yes,no
dev_0799,dev,bnp_021942_1,bnp_021942,reading_comprehension,has_context,easy,0,yes,no
dev_0800,dev,bnp_024473_1,bnp_024473,mathematics,no_context,easy,0,yes,no
dev_0801,dev,bnp_016515_0,bnp_016515,science,no_context,easy,1,yes,no
dev_0802,dev,bnp_012865_1,bnp_012865,bcs,no_context,easy,0,yes,no
dev_0803,dev,bnp_017426_1,bnp_017426,reading_comprehension,has_context,hard,0,yes,no
dev_0804,dev,bnp_016574_0,bnp_016574,reading_comprehension,has_context,easy,1,yes,no
dev_0805,dev,bnp_009673_0,bnp_009673,reading_comprehension,has_context,easy,1,yes,no
dev_0806,dev,bnp_013413_0,bnp_013413,reading_comprehension,has_context,hard,1,no,yes
dev_0807,dev,bnp_024795_0,bnp_024795,history,has_context,hard,1,yes,no
dev_0808,dev,bnp_018651_0,bnp_018651,reading_comprehension,has_context,easy,1,yes,no
dev_0809,dev,bnp_003458_0,bnp_003458,history,has_context,easy,1,yes,no
dev_0810,dev,bnp_029133_1,bnp_029133,law,no_context,hard,0,yes,no
dev_0811,dev,bnp_010062_1,bnp_010062,vocabulary,no_context,easy,0,yes,no
dev_0812,dev,bnp_017180_0,bnp_017180,reading_comprehension,has_context,easy,1,yes,no
dev_0813,dev,bnp_012504_0,bnp_012504,reading_comprehension,has_context,easy,1,yes,no
dev_0814,dev,bnp_012325_1,bnp_012325,grammar,no_context,easy,0,yes,no
dev_0815,dev,bnp_020389_0,bnp_020389,idiom_meaning,no_context,easy,1,yes,no
dev_0816,dev,bnp_010937_0,bnp_010937,history,has_context,easy,1,yes,no
dev_0817,dev,bnp_021255_1,bnp_021255,reading_comprehension,has_context,easy,0,yes,no
dev_0818,dev,bnp_023817_0,bnp_023817,history,has_context,hard,1,yes,no
dev_0819,dev,bnp_002062_0,bnp_002062,literature,no_context,easy,1,no,yes
dev_0820,dev,bnp_018967_1,bnp_018967,literature,no_context,easy,0,yes,no
dev_0821,dev,bnp_021392_0,bnp_021392,antonym,no_context,easy,1,yes,no
dev_0822,dev,bnp_011331_0,bnp_011331,others,has_context,easy,1,yes,no
dev_0823,dev,bnp_027360_0,bnp_027360,history,has_context,hard,1,yes,no
dev_0824,dev,bnp_015073_1,bnp_015073,literature,no_context,hard,0,yes,no
dev_0825,dev,bnp_025817_1,bnp_025817,antonym,no_context,easy,0,yes,no
dev_0826,dev,bnp_015023_0,bnp_015023,others,has_context,hard,1,yes,no
dev_0827,dev,bnp_026231_1,bnp_026231,science,no_context,easy,0,yes,no
dev_0828,dev,bnp_009777_1,bnp_009777,history,has_context,hard,0,yes,no
dev_0829,dev,bnp_010784_0,bnp_010784,bcs,no_context,easy,1,yes,no
dev_0830,dev,bnp_018832_0,bnp_018832,law,has_context,easy,1,yes,no
dev_0831,dev,bnp_004571_0,bnp_004571,synonym,no_context,easy,1,no,yes
dev_0832,dev,bnp_003439_1,bnp_003439,reading_comprehension,has_context,easy,0,yes,no
dev_0833,dev,bnp_016019_1,bnp_016019,history,has_context,hard,0,yes,no
dev_0834,dev,bnp_007644_1,bnp_007644,history,has_context,hard,0,no,yes
dev_0835,dev,bnp_008126_0,bnp_008126,mathematics,no_context,easy,1,yes,no
dev_0836,dev,bnp_030873_0,bnp_030873,antonym,no_context,easy,1,yes,no
dev_0837,dev,bnp_019875_1,bnp_019875,grammar,no_context,easy,0,yes,no
dev_0838,dev,bnp_026957_1,bnp_026957,law,has_context,easy,0,yes,no
dev_0839,dev,bnp_007071_0,bnp_007071,grammar,has_context,hard,1,yes,no
dev_0840,dev,bnp_015458_0,bnp_015458,reading_comprehension,has_context,easy,1,yes,no
dev_0841,dev,bnp_011430_0,bnp_011430,history,has_context,easy,1,yes,no
dev_0842,dev,bnp_026038_0,bnp_026038,bcs,no_context,easy,1,yes,no
dev_0843,dev,bnp_010091_0,bnp_010091,history,has_context,hard,1,yes,no
dev_0844,dev,bnp_006702_0,bnp_006702,reading_comprehension,has_context,easy,1,yes,no
dev_0845,dev,bnp_005906_1,bnp_005906,reading_comprehension,has_context,easy,0,yes,no
dev_0846,dev,bnp_007552_0,bnp_007552,science,no_context,hard,1,yes,no
dev_0847,dev,bnp_003560_0,bnp_003560,reading_comprehension,has_context,easy,1,yes,no
dev_0848,dev,bnp_009263_0,bnp_009263,reading_comprehension,has_context,easy,1,yes,no
dev_0849,dev,bnp_011711_1,bnp_011711,history,has_context,easy,0,yes,no
dev_0850,dev,bnp_015157_0,bnp_015157,synonym,no_context,easy,1,no,yes
dev_0851,dev,bnp_020947_0,bnp_020947,history,has_context,easy,1,yes,no
dev_0852,dev,bnp_025576_1,bnp_025576,reading_comprehension,has_context,hard,0,no,yes
dev_0853,dev,bnp_001978_1,bnp_001978,literature,no_context,easy,0,yes,no
dev_0854,dev,bnp_011595_1,bnp_011595,reading_comprehension,has_context,easy,0,yes,no
dev_0855,dev,bnp_010184_0,bnp_010184,history,has_context,easy,1,yes,no
dev_0856,dev,bnp_025036_1,bnp_025036,history,has_context,easy,0,yes,no
dev_0857,dev,bnp_016770_1,bnp_016770,reading_comprehension,has_context,easy,0,yes,no
dev_0858,dev,bnp_017900_1,bnp_017900,history,has_context,hard,0,yes,no
dev_0859,dev,bnp_020272_1,bnp_020272,reading_comprehension,has_context,easy,0,yes,no
dev_0860,dev,bnp_006679_0,bnp_006679,reading_comprehension,has_context,easy,1,no,yes
dev_0861,dev,bnp_008027_1,bnp_008027,law,no_context,hard,0,yes,no
dev_0862,dev,bnp_013048_1,bnp_013048,history,has_context,easy,0,yes,no
dev_0863,dev,bnp_030357_0,bnp_030357,idiom_meaning,no_context,easy,1,yes,no
dev_0864,dev,bnp_017937_1,bnp_017937,bcs,no_context,hard,0,yes,no
dev_0865,dev,bnp_007590_1,bnp_007590,bcs,no_context,easy,0,no,yes
dev_0866,dev,bnp_000678_1,bnp_000678,antonym,no_context,easy,0,yes,no
dev_0867,dev,bnp_008888_1,bnp_008888,law,has_context,hard,0,yes,no
dev_0868,dev,bnp_028567_1,bnp_028567,reading_comprehension,has_context,easy,0,yes,no
dev_0869,dev,bnp_029907_0,bnp_029907,reading_comprehension,has_context,easy,1,yes,no
dev_0870,dev,bnp_012057_1,bnp_012057,history,has_context,hard,0,yes,no
dev_0871,dev,bnp_023872_1,bnp_023872,others,has_context,easy,0,yes,no
dev_0872,dev,bnp_022692_1,bnp_022692,law,has_context,easy,0,yes,no
dev_0873,dev,bnp_007581_0,bnp_007581,history,has_context,hard,1,yes,no
dev_0874,dev,bnp_013154_0,bnp_013154,reading_comprehension,has_context,easy,1,yes,no
dev_0875,dev,bnp_024157_1,bnp_024157,reading_comprehension,has_context,easy,0,yes,no
dev_0876,dev,bnp_014006_0,bnp_014006,mathematics,no_context,easy,1,yes,no
dev_0877,dev,bnp_000418_0,bnp_000418,grammar,no_context,hard,1,yes,no
dev_0878,dev,bnp_028872_0,bnp_028872,reading_comprehension,has_context,easy,1,no,yes
dev_0879,dev,bnp_026473_0,bnp_026473,history,has_context,easy,1,yes,no
dev_0880,dev,bnp_008099_0,bnp_008099,history,has_context,hard,1,yes,no
dev_0881,dev,bnp_022607_0,bnp_022607,history,no_context,hard,1,yes,no
dev_0882,dev,bnp_028265_1,bnp_028265,reading_comprehension,has_context,hard,0,yes,no
dev_0883,dev,bnp_028141_0,bnp_028141,history,has_context,easy,1,yes,no
dev_0884,dev,bnp_012386_1,bnp_012386,science,no_context,easy,0,yes,no
dev_0885,dev,bnp_005810_1,bnp_005810,reading_comprehension,has_context,easy,0,yes,no
dev_0886,dev,bnp_010014_1,bnp_010014,others,has_context,hard,0,yes,no
dev_0887,dev,bnp_006134_1,bnp_006134,history,has_context,hard,0,yes,no
dev_0888,dev,bnp_015312_0,bnp_015312,law,has_context,easy,1,yes,no
dev_0889,dev,bnp_015462_0,bnp_015462,reading_comprehension,has_context,easy,1,yes,no
dev_0890,dev,bnp_021421_1,bnp_021421,bcs,no_context,easy,0,yes,no
dev_0891,dev,bnp_013126_1,bnp_013126,reading_comprehension,has_context,easy,0,yes,no
dev_0892,dev,bnp_013140_1,bnp_013140,reading_comprehension,has_context,hard,0,yes,no
dev_0893,dev,bnp_026675_1,bnp_026675,science,no_context,easy,0,yes,no
dev_0894,dev,bnp_020894_1,bnp_020894,vocabulary,no_context,easy,0,yes,no
dev_0895,dev,bnp_025619_0,bnp_025619,idiom_meaning,no_context,easy,1,yes,no
dev_0896,dev,bnp_005584_0,bnp_005584,history,no_context,hard,1,yes,no
dev_0897,dev,bnp_017982_0,bnp_017982,reading_comprehension,has_context,easy,1,yes,no
dev_0898,dev,bnp_007836_0,bnp_007836,reading_comprehension,has_context,easy,1,yes,no
dev_0899,dev,bnp_014088_0,bnp_014088,literature,no_context,easy,1,yes,no
dev_0900,dev,bnp_005263_1,bnp_005263,law,no_context,hard,0,yes,no
dev_0901,dev,bnp_004752_1,bnp_004752,reading_comprehension,has_context,easy,0,yes,no
dev_0902,dev,bnp_011959_1,bnp_011959,grammar,no_context,hard,0,yes,no
dev_0903,dev,bnp_003457_1,bnp_003457,antonym,no_context,easy,0,yes,no
dev_0904,dev,bnp_000560_1,bnp_000560,idiom_meaning,no_context,easy,0,yes,no
dev_0905,dev,bnp_020333_1,bnp_020333,grammar,no_context,hard,0,no,yes
dev_0906,dev,bnp_011584_0,bnp_011584,bcs,no_context,easy,1,no,yes
dev_0907,dev,bnp_025826_1,bnp_025826,reading_comprehension,has_context,easy,0,yes,no
dev_0908,dev,bnp_028375_0,bnp_028375,reading_comprehension,has_context,easy,1,yes,no
dev_0909,dev,bnp_011899_1,bnp_011899,history,has_context,easy,0,yes,no
dev_0910,dev,bnp_005823_0,bnp_005823,vocabulary,no_context,easy,1,yes,no
dev_0911,dev,bnp_031373_0,bnp_031373,idiom_meaning,no_context,easy,1,yes,no
