item_id,split,condition,subject,corpus_label,votes,all_humans_disagree_with_corpus,context,question,answer
test_0667,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=wrong/entity,no,"মন্দোদরী ছিলেন অসুররাজ ময়াসুর ও অপ্সরা হেমার কন্যা। মন্দোদরীর তিন পুত্র ছিল: মেঘনাদ (ইন্দ্রজিৎ), অতিকায় ও অক্ষয়কুমার। রামায়ণের কোনো কোনো সংস্করণ অনুযায়ী, মন্দোদরী রামের পত্নী সীতারও গর্ভধারিণী মা। উল্লেখ্য, সীতাকেই তাঁর স্বামী রাবণ অন্যায়ভাবে চুরি করে এনেছিলেন। স্বামীর দোষ সত্ত্বেও মন্দোদরী তাঁকে ভালবাসতেন এবং তাঁকে সত্যপথে চলার উপদেশ দিতেন। মন্দোদরী বারবার সীতাকে রামের কাছে ফিরিয়ে দেওয়ার জন্য রাবণকে পরামর্শ দিয়েছিলেন। কিন্তু রাবণ তাঁর কথায় কর্ণপাত করেননি। রামায়ণে রাবণের প্রতি মন্দোদরীর ভালবাসা ও আনুগত্যের প্রশংসা করা হয়েছে।",রামায়ণ অনুসারে মন্দোদরীর মায়ের নাম কী ?,ময়াসুর
test_0685,test,has_context,law,correct,tawhid=wrong/numeric; shejan=unsure/none,no,"নারীবাদ (Feminism) ১৮৮০ সালে ফ্রান্সে, ১৮৯০ সালে যুক্তরাজ্যে এবং ১৯১০ সালে যুক্তরাষ্ট্রে বিশ্বব্যাপী আন্দোলন হিসেবে প্রচলন লাভ করে।",বেটি ফ্রিডানের 'দ্য ফেমিনিন মিস্টিক' গ্রন্থটি কোন সালে প্রকাশিত হয়?,১৯৬৩ সালে
test_0691,test,has_context,reading_comprehension,correct,tawhid=wrong/entity; shejan=wrong/entity,yes,"চূর্ণী পরে যাদবপুর বিশ্ববিদ্যালয়ের ছাত্রী থাকাকালীন ,১৯৮৭ সালে সুমন মুখোপাধ্যায়ের ও হবু স্বামী কৌশিক গাঙ্গুলির সঙ্গে একটি নাটিকের দল গঠন করেন। [3] চূর্ণী চিত্র পরিচালক কৌশিক গাঙ্গুলিকে বিবাহ করেন এবং তাঁদের একটি পুত্র সন্তান আছে।পুত্রের নাম উজান গাঙ্গুলি।[4]",চূর্ণী গাঙ্গুলির স্বামীর নাম কী ?,সুমন মুখোপাধ্যায়
test_0704,test,has_context,history,wrong,tawhid=correct/none; shejan=wrong/entity,no,"পরে একে একে সৈয়দ মুসা (রাজ-অমাত্য), সুলায়মান (প্রধান অমাত্য), মুহাম্মদ খান (সৈন্যমন্ত্রী) ও মজলিস নবরাজ (রাজস্বমন্ত্রী) কবিকে পৃষ্ঠপোষকতা দান করেন।",আলাওলের পৃষ্ঠপোষকদের মধ্যে কে সৈন্যমন্ত্রী ছিলেন?,মজলিস নবরাজ
test_0706,test,has_context,others,wrong,tawhid=correct/none; shejan=wrong/entity,no,তামিম ইকবালের টেস্ট অভিষেক হয় ২০০৮ সালের ৪ জানুয়ারি নিউজিল্যান্ডের বিপক্ষে ডানেডিনে। তাঁর ওয়ানডে অভিষেক হয় ২০০৭ সালে জিম্বাবুয়ের বিপক্ষে।,তামিম ইকবালের ওয়ানডে অভিষেক কোন দলের বিপক্ষে?,নিউজিল্যান্ডের বিপক্ষে।
test_0730,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=wrong/contradiction,no,আবু বকর ৫৭৩ সালের দিকে মক্কার কুরাইশ বংশের বনু তাইম গোত্রে জন্মগ্রহণ করেছেন।[6] তার বাবার নাম আবু কুহাফা ও মায়ের নাম সালমা বিনতে সাখার।,প্রদত্ত অনুচ্ছেদে “তার বাবার আবু কুহাফা মায়ের” সম্পর্কে মূল বক্তব্যটি কী?,তার বাবার নাম আবু কুহাফা ও মায়ের নাম সালমা বিনতে সাখার নয়।
test_0731,test,has_context,history,wrong,tawhid=correct/none; shejan=wrong/entity,no,"৫ সিলেট-ডাউকি সড়ক থেকে সিলেট জেলার সমগ্র উত্তর ও পশ্চিমাঞ্চল বাঁশতলা মেজর মীর শওকত আলী ১০ এপ্রিল, ১৯৭১ হতে ৬ই এপ্ৰিল, ১৯৭২",৫ নম্বর সেক্টরের সদরদপ্তর কোথায় ছিল?,ডাউকি
test_0735,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=wrong/contradiction,no,"এশীয় উন্নয়ন ব্যাংক (English: Asian Development Bank) বা এডিবি আঞ্চলিক উন্নয়ন ব্যাংক হিসেবে ১৯ ডিসেম্বর, ১৯৬৬ সালে প্রতিষ্ঠিত হয়।[2] এশিয়ার দেশগুলোর অর্থনৈতিক উন্নয়নকে আরো দ্রুত, বেগবান ও সহজ করাই ব্যাংকটির মূল উদ্দেশ্য।",পাঠ্যাংশ অনুসারে “এশিয়ার দেশগুলোর অর্থনৈতিক উন্নয়নকে আরো” সম্পর্কিত উত্তর দিন।,"এশিয়ার দেশগুলোর অর্থনৈতিক উন্নয়নকে আরো দ্রুত, বেগবান ও সহজ করাই ব্যাংকটির মূল উদ্দেশ্য নয়।"
test_0762,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=wrong/numeric,no,বারবারা এস. আসকিন্স (জন্ম ১৯৩৯) একজন আমেরিকান রসায়নবিদ। তিনি অবিকশিত আলোকচিত্রের নেগেটিভ উন্নত করার একটি পদ্ধতি উদ্ভাবনের জন্য সবচেয়ে বেশি পরিচিত। এই উদ্ভাবনটি নাসা এবং চিকিৎসা শিল্পে ব্যাপকভাবে ব্যবহৃত হয়েছে। তার এই অবদানের জন্য আসকিন্স ১৯৭৮ সালে 'ন্যাশনাল ইনভেন্টর অফ দ্য ইয়ার' উপাধি লাভ করেন।,বারবারা আসকিন্স কবে জন্মগ্রহণ করেন?,১৯৭৮
test_0765,test,no_context,grammar,correct,tawhid=wrong/fabricated; shejan=wrong/fabricated,yes,,‘বিমুগ্ধ’ শব্দের সন্ধি বিচ্ছেদ কী?,বিমু + ত
test_0782,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=wrong/contradiction,no,"মুন্ডা, দক্ষিণ এশিয়ার একটি বড় উপজাতি। ভারতের ঝাড়খণ্ড ও ছত্রিশগড় রাজ্যের ছোটনাগপুর অঞ্চল, মধ্যপ্রদেশ, ওড়িশা এবং পশ্চিমবঙ্গে এঁদের বাস। এছাড়া, বাংলাদেশের কোনো কোনো অঞ্চলেও এঁরা বাস করেন। মুন্ডা জনগোষ্ঠী যে ভাষায় কথা বলে, তার নাম মুন্ডারি। এটি অস্ট্রো- এশিয়াটিক ভাষা গোষ্ঠীর অন্তর্গত।[1]","অনুচ্ছেদ অনুযায়ী, “ভারতের ঝাড়খণ্ড ছত্রিশগড় রাজ্যের ছোটনাগপুর” প্রসঙ্গে কী তথ্য দেওয়া হয়েছে?","ভারতের ঝাড়খণ্ড ও ছত্রিশগড় রাজ্যের ছোটনাগপুর অঞ্চল, মধ্যপ্রদেশ, ওড়িশা এবং পশ্চিমবঙ্গে এঁদের বাস নয়।"
test_0788,test,has_context,others,correct,tawhid=wrong/contradiction; shejan=correct/none,no,"২৬৩-এর বর্গমূল ১৭-এর কম। ২, ৩, ৫, ৭, ১১ বা ১৩—কোনো মৌলিক সংখ্যা দিয়ে ২৬৩ নিঃশেষে বিভাজ্য নয়; তাই ২৬৩ মৌলিক। মূল প্রশ্নে বিকল্প না থাকায় কোনটি অমৌলিক তা নির্দিষ্ট করা যায় না।",নিচের কোনটি মৌলিক সংখ্যা নয়?,প্রদত্ত বিকল্প ছাড়া নির্দিষ্ট অমৌলিক সংখ্যা বলা যায় না; ২৬৩ নিজেই একটি মৌলিক সংখ্যা।
test_0811,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=wrong/contradiction,no,"দর্শন শব্দটি ইংরেজি philosophy শব্দ থেকে এসেছে। ফিলোসফি শব্দটি এসেছে প্রাচীন গ্রিক ভাষা থেকে। গ্রিক ভাষায় φιλοσοφία (philosophía) শব্দটি দুটি শব্দ থেকে উৎপত্তি লাভ করেছে। শব্দ দুটি হল: φίλος (ফিলোস: বন্ধু, ভালোবাসার পাত্র) এবং σοφία (সোফিয়া: প্রজ্ঞা)। [2][3] এ থেকে স্পষ্টতই বোঝা যায়, দর্শনের সাথে মূল সম্পর্ক হচ্ছে প্রজ্ঞার, আরও নির্দিষ্টভাবে বলতে গেলে, প্রজ্ঞার প্রতি ভালোবাসার। জ্ঞান এবং প্রজ্ঞা এক জিনিস নয়। ঘটনা ও তথ্য সম্পর্কে স্পষ্ট ও নির্ভুল ধারণা থেকে জ্ঞান লাভ করা যায়, কিন্তু দার্শনিক (যিনি দর্শন চর্চা করেন তাকেই দার্শনিক বলা হয়) কেবল তথ্যগত জ্ঞানের উপর নির্ভর করেন না। দর্শনের প্রধান কাম্য বিষয় প্রজ্ঞা। প্রজ্ঞার অনুসন্ধান ও চর্চার মাধ্যমেই দর্শন বিকাশ লাভ করে। পিথাগোরাস সারা জীবন প্রজ্ঞার সাধনা করেছেন, কখনও জ্ঞানের গরিমা অনুভব করেননি। এজন্য তিনি দার্শনিক হিসেবে বিদগ্ধ। দর্শনের জন্য যে প্রজ্ঞা কাম্য তার মধ্যে রয়েছে, অন্তর্দৃষ্টি, দৃষ্টিভঙ্গির অভ্রান্ততা, বিচারের ভারসাম্য ও বিশ্লেষণের সামঞ্জস্য।[4]",অনুচ্ছেদের ভিত্তিতে “শব্দ দুটি হল ফিলোস বন্ধু” বিষয়ে কোন বক্তব্যটি সঠিক?,"শব্দ দুটি হল: φίλος (ফিলোস: বন্ধু, ভালোবাসার পাত্র) এবং σοφία (সোফিয়া: প্রজ্ঞা) নয়।"
test_0817,test,has_context,grammar,correct,tawhid=wrong/relational; shejan=correct/none,no,'শোকার্ত' শব্দটির ব্যাসবাক্য হলো: শোক দ্বারা আর্ত।,"ব্যাসবাক্য অনুযায়ী, 'শোকার্ত' শব্দটি কোন সমাসের উদাহরণ?",তৃতীয়া তৎপুরুষ
test_0842,test,has_context,others,correct,tawhid=wrong/numeric; shejan=correct/none,no,"আকৃতি অনুসারে আবরণী বা এপিথেলিয়াল টিস্যুর প্রধান তিন ধরন হলো স্কোয়ামাস, কিউবয়ডাল ও কলামনার।","আকৃতি, অবস্থান ও কাজের প্রকৃতিভেদে আবরণী টিস্যু কত ধরনের?",৩ ধরনের।
test_0858,test,has_context,others,wrong,tawhid=correct/none; shejan=wrong/numeric,no,পদ্মা বহুমুখী সেতুর মূল কাঠামোতে ৪১টি স্প্যান ও ৪২টি পিয়ার রয়েছে। সেতুটির দৈর্ঘ্য ৬.১৫ কিলোমিটার।,পদ্মা সেতুতে মোট কতটি পিয়ার রয়েছে?,৪১টি।
test_0860,test,has_context,law,correct,tawhid=wrong/numeric; shejan=unsure/none,no,"নারীবাদ (Feminism) ১৮৮০ সালে ফ্রান্সে, ১৮৯০ সালে যুক্তরাজ্যে এবং ১৯১০ সালে যুক্তরাষ্ট্রে বিশ্বব্যাপী আন্দোলন হিসেবে প্রচলন লাভ করে।",জাতিসংঘের সাধারণ পরিষদে 'নারীর প্রতি সকল প্রকার বৈষম্য বিলোপ সনদ' (সিডও/CEDAW) কবে গৃহীত হয়?,১৯৭৯ সালের ৩ সেপ্টেম্বর
test_0865,test,has_context,law,correct,tawhid=wrong/relational; shejan=unsure/none,no,"১৯৭১ সালের ৭ মার্চ জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান ঢাকার রেসকোর্স ময়দানে (বর্তমান শহীদ সোহরাওয়ার্দী উদ্যান) ঐতিহাসিক ভাষণ দেন, যা বাঙালি জাতিকে স্বাধীনতা সংগ্রামের পথ দেখিয়েছিল।",বঙ্গবন্ধু শেখ মুজিবুর রহমানকে সপরিবারে হত্যা করা হয় কবে?,১৯৭৫ সালের ১৫ আগস্ট
test_0869,test,has_context,reading_comprehension,correct,tawhid=correct/none; shejan=wrong/relational,no,তৌকির আহমেদ-এর পরিচালনায় অজ্ঞাতনামা চলচ্চিত্রে ফজলুর রহমান বাবুর অভিনয় প্রশংসিত হওয়ার পর তাকে আবার এই চলচ্চিত্রের জন্য নির্বাচন করা হয়। মুহম্মদ মোস্তফা কামাল রাজ পরিচালিত প্রজাপতির পর এই চলচ্চিত্রে দ্বিতীয়বারের মত একসাথে কাজ করেন জাহিদ হাসান ও মোশাররফ করিম। জাহিদ হাসানের এটি তৌকীরের পরিচালনায় প্রথম চলচ্চিত্র। তবে তারা একসঙ্গে নাট্যকেন্দ্রে মঞ্চ নাটক করেছেন। অন্যদিকে মোশাররফ করিম তৌকীরের আগের চারটি চলচ্চিত্রেই অভিনয় করেন। প্রধান দুটি নারী চরিত্রে অভিনয় করেছেন নুসরাত ইমরোজ তিশা এবং রুনা খান। এটি তাদের দুজনেরই তৌকীরের পরিচালনায় প্রথম চলচ্চিত্র।[7] তিশা অভিনীত চরিত্রের নাম হাসু এবং এই চরিত্রের জন্য তাকে নির্বাচন করেছিলেন তৌকিরের স্ত্রী অভিনেত্রী বিপাশা হায়াত। তিশা এই প্রসঙ্গে বলেন তিনি বিপাশা হায়াতের প্রতি কৃতজ্ঞ।[6],অজ্ঞাতনামা চলচ্চিত্রটির সংগীত পরিচালক কে ছিলেন ?,তৌকির আহমেদ
test_0886,test,has_context,law,correct,tawhid=wrong/numeric; shejan=unsure/none,no,"১৯৭১ সালের ৭ মার্চ জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান ঢাকার রেসকোর্স ময়দানে (বর্তমান শহীদ সোহরাওয়ার্দী উদ্যান) ঐতিহাসিক ভাষণ দেন, যা বাঙালি জাতিকে স্বাধীনতা সংগ্রামের পথ দেখিয়েছিল।",প্রধানমন্ত্রী শেখ হাসিনা ৭ মার্চ উপলক্ষে ২০২৩ সালে কবে বাণী দেন?,৬ মার্চ ২০২৩
test_0892,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=wrong/contradiction,no,বিসমার্কের যুগে জার্মানিতে প্রথম ক্যাডেট কলেজ ব্যবস্থা প্রবর্তিত হয়। সামরিক বাহিনীতে যোগ্য কর্মকর্তা তৈরীতে অল্প বয়স থেকেই প্রশিক্ষণ শুরু করানোটা বিশেষ গুরুত্ব বহন করতে পারে। এই ধারণাই তৎকালীন ক্যাডেট কলেজ পদ্ধতির চালিকাশক্তি ছিল। নেপোলিয়নের যুগে ফ্রান্সে সামরিক দক্ষতা বৃদ্ধির একটি অন্যতম উপাদান হিসেবে ক্যাডেট কলেজ পদ্ধতি গৃহীত হয়।,পাঠ্যাংশে “সামরিক বাহিনীতে যোগ্য কর্মকর্তা তৈরীতে” কীভাবে বর্ণিত হয়েছে?,সামরিক বাহিনীতে যোগ্য কর্মকর্তা তৈরীতে অল্প বয়স থেকেই প্রশিক্ষণ শুরু করানোটা বিশেষ গুরুত্ব বহন করতে পারে নয়।
test_0894,test,has_context,law,wrong,tawhid=correct/none; shejan=wrong/contradiction,no,সরকার প্রশাসককে কর্মসম্পাদনে সহায়তা করিবার জন্য প্রয়োজনীয় সংখ্যক সদস্য সমন্বয়ে কমিটি গঠন করিতে পারিবে।,"প্রদত্ত প্রসঙ্গ অনুযায়ী স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ১৮ সম্পর্কে কী বলা হয়েছে?",সরকার প্রশাসককে কর্মসম্পাদনে সহায়তা করিবার জন্য প্রয়োজনীয় সংখ্যক সদস্য সমন্বয়ে কমিটি গঠন করিতে পারিবে না।
test_0904,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=correct/none,yes,সালমান খানের দাদাবাড়ি বাংলাদেশের বরিশালে। তাঁর বাবা ডা. ফখরুল আমিন খান চিকিৎসক ছিলেন। তাঁর দাদা আব্দুল ওয়াহাব খান ছিলেন মুসলিম লীগের নেতা এবং পাকিস্তান জাতীয় পরিষদের স্পিকার (১৯৫৫-৫৮)। সালমানের বাবা অভিবাসী হয়ে পাড়ি জমান যুক্তরাষ্ট্রে। সেখানেই লুইজিয়ানার নিউ অরলিন্স শহরে সালমানের জন্ম (১৯৭৬) এবং বেড়ে ওঠা। ১৯৯১ সালে মাত্র ১৪ বছর বয়সেই বাবাকে হারান।[5][6],খান একাডেমী'র প্রতিষ্ঠাতা সালমান আমিন খানের বাবার নাম কী ?,ডা. ফখরুল আমিন খান
test_0907,test,has_context,history,correct,tawhid=wrong/entity; shejan=wrong/entity,yes,"বঙ্গবন্ধুর ১৯৭১ সালের ৭ মার্চ ভাষণের সময়কালে পূর্ব পাকিস্তানে যে আন্দোলন চলছিল সেটি হলো পূর্ব পাকিস্তানের অসহযোগ আন্দোলন। ১৯৭০ সালের সাধারণ নির্বাচনে আওয়ামী লীগের নিরঙ্কুশ জয়ের পর পাকিস্তানি সামরিক জান্তা ক্ষমতা হস্তান্তর না করায়, ১ মার্চ জাতীয় পরিষদের অধিবেশন স্থগিত করা হয়। এর প্রতিবাদে ও স্বাধিকারের দাবিতে ২ মার্চ থেকে শেখ মুজিবুর রহমানের আহ্বানে পূর্ব পাকিস্তানে এই অসহযোগ আন্দোলন শুরু হয়, যা ২৫ মার্চ পর্যন্ত অব্যাহত ছিল।",বঙ্গবন্ধু শেখমুজিবুর রহমানের ৭ মার্চের ভাষণ কোথায় অনুষ্ঠিত হয়?,রেসকোর্স ময়দানে
test_0914,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=wrong/contradiction,no,কাগজের প্রচলন চীন থেকে সারাবিশ্বে ছড়িয়ে পরে মুসলিম বিশ্বের মাধ্যমে এবং ত্রয়োদশ শতাব্দীতে মধ্যযুগের ইউরোপে কাগজের উৎপাদন শুরু হয়। যেখানে সর্বপ্রথম পানি-চালিত কাগজ উৎপাদনের কাগজকল ও কলকব্জা বা মেশিন আবিষ্কার ও নির্মাণ করা হয়।[2],পাঠ্যাংশ অনুসারে “যেখানে পানি চালিত কাগজ উৎপাদনের” সম্পর্কিত উত্তর দিন।,যেখানে সর্বপ্রথম পানি-চালিত কাগজ উৎপাদনের কাগজকল ও কলকব্জা বা মেশিন আবিষ্কার ও নির্মাণ করা হয় না।
test_0947,test,has_context,law,correct,tawhid=wrong/numeric; shejan=unsure/none,no,"১৯৭১ সালের ৭ মার্চ জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান ঢাকার রেসকোর্স ময়দানে (বর্তমান শহীদ সোহরাওয়ার্দী উদ্যান) ঐতিহাসিক ভাষণ দেন, যা বাঙালি জাতিকে স্বাধীনতা সংগ্রামের পথ দেখিয়েছিল।",বঙ্গবন্ধু শেখ মুজিবুর রহমানের নেতৃত্বে আওয়ামী লীগ পাকিস্তানিদের বিরুদ্ধে কত বছর ধরে ন্যায্য অধিকার আদায়ের সংগ্রাম করেছিল বলে উল্লেখ আছে?,দীর্ঘ ২৪ বছর
test_0953,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=wrong/entity,no,"সুই সম্রাট ওয়েন প্রতিষ্ঠিত সুই সাম্রাজ্যের রাজধানী ছিল চাং'আন, ৫৮১ থেকে ৬০৫ সাল পর্যন্ত তা ডাক্সিন নামে পরিচিত ছিল এবং পরে ৬০৫ থেকে ৬১৪ পর্যন্ত লুওইয়াং নামে পরিচিত ছিল। সম্রাট ওয়েন এবং ইয়াং বেশ কিছু সংস্কার কাজ করেন, যার মধ্যে অন্যতম হল কৃষিতে সমতা প্রদান, যাতে অর্থনৈতিক অসমতা হ্রাস পায় এবং কৃষিতে উৎপাদন বৃদ্ধি পায়; তিন বিভাগ ও ছয় মন্ত্রণালয় পদ্ধতি; এবং প্রাচীন চীনের মুদ্রা প্রচলন ব্যবস্থাকে নির্দিষ্ট মানদণ্ডে নিয়ে আসা ও পুনরায় একত্রিত করা। তারা বৌদ্ধ ধর্মের প্রচার করে এবং লোকজনকে এই ধর্ম গ্রহণে উতসাহিত করে। এই সাম্রাজ্যের মাঝামাঝিতে সম্রাট ওয়েনের সময়ে জনসংখ্যা বৃদ্ধি স্বত্তেও কৃষি উৎপাদনের উদ্বৃত্ত দেখা যায়। তাই এই সময়কে এই সাম্রজ্যের সোনালি যুগ বলে গণ্য করা হয়।",সুই সাম্রাজ্যের প্রতিষ্ঠাতা কে ছিলেন ?,ইয়াং সম্রাট ওয়েন
test_0958,test,has_context,reading_comprehension,wrong,tawhid=correct/none; shejan=correct/none,yes,"অলকা সাদাত (ফার্সি: الکا سادات, (জন্ম ১৯৮৮) একজন আফগান ডকুমেন্টারি এবং পূর্ণদৈর্ঘ্য চলচ্চিত্র প্রযোজক, পরিচালক এবং ক্যামেরাম্যান। তিনি তার প্রথম ২৫ মিনিটের চলচ্চিত্র হাফ ভ্যালু লাইফের মাধ্যমে বিখ্যাত হয়েছিলেন, যা সামাজিক অন্যায় ও অপরাধকে তুলে ধরে; ছবিটি বেশ কয়েকটি পুরস্কার জিতেছে। তিনি প্রথম আফগান নারী চলচ্চিত্র প্রযোজক ও পরিচালক রোয়া সাদাতের ছোট বোন। দুই বোন ২০০৪ থেকে অনেক চলচ্চিত্র প্রযোজনায় সহযোগিতা করেছেন এবং রোয়া ফিল্ম হাউস প্রতিষ্ঠায় সহায়ক ছিলেন। তার প্রথম চলচ্চিত্রের জন্য তিনি আফগান শান্তি পুরস্কার পেয়েছিলেন এবং তারপর থেকে তিনি অনেক প্রামাণ্যচিত্র তৈরি করেছেন যার জন্য তিনি প্",অলকা সাদাত কবে জন্মগ্রহণ করেন?,১৯৮৮
test_0968,test,has_context,grammar,correct,tawhid=wrong/relational; shejan=correct/none,no,'শয়নকক্ষ' শব্দটির ব্যাসবাক্য হলো: শয়নের নিমিত্ত কক্ষ।,"ব্যাসবাক্য অনুযায়ী, 'শয়নকক্ষ' শব্দটি কোন সমাসের উদাহরণ?",চতুর্থী তৎপুরুষ
test_0972,test,no_context,law,correct,tawhid=wrong/fabricated; shejan=correct/none,no,,"স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ৫৬-এর বিষয় কী?",দায়যুক্ত ব্যয়
test_0974,test,has_context,reading_comprehension,wrong,tawhid=wrong/numeric; shejan=correct/none,no,আলচি বৌদ্ধবিহারের প্রতিষ্ঠাতা হিসেবে রিন-ছেন-ব্জাং-পো (জীবনকাল: ৯৫৮-১০৫৫) নামক বিখ্যাত তিব্বতী বৌদ্ধ পন্ডিতের উল্লেখ করা হয়। কিন্তু রজার গোয়েপ্পার এই বিহারের সবচেয়ে পুরাতন ভবনগুলির মধ্য অন্যতম গ্সুম-ব্র্তসেগ্স মন্দিরটি ত্রয়োদশ শতাব্দীর প্রথম চতুর্থাংশে নির্মিত হয়েছিল বলে হিসেব করেছেন। এই মন্দিরের তৃতীয় তলার প্রবেশদ্বারের দেওয়ালে 'ব্রি-কুং-ব্কা'-ব্র্গ্যুদ ধর্মসম্প্রদায়ের যোগীদের চিত্রে এই ধর্মসম্প্রদায়ের প্রতিষ্ঠাতা 'জিগ-র্তেন-ম্গোন-পো-রিন-ছেন-দ্পালের (জীবনকাল: ১১৪৩-১২১৭) চিত্র শেষে আঁকা হয়েছে বলে মনে করা হয় যে এই মন্দির 'জিগ-র্তেন-ম্গোন-পো-রিন-ছেন-দ্পালের মৃত্যুর পর ত্রয়োদশ শতাব্দীর শুরুতে নির্মিত হয়েছে।[4]:৭৩[5][6] এই সময় আলচি সহ নিম্ন লাদাখ মধ্য তিব্বতের 'ব্রো নামক পরিবারগোষ্ঠীর শাসনাধীন ছিল।,পাঠ্যাংশ থেকে “৭৩ আলচি সহ নিম্ন লাদাখ” সম্পর্কিত সঠিক তথ্যটি লিখুন।,:৭৪ এই সময় আলচি সহ নিম্ন লাদাখ মধ্য তিব্বতের 'ব্রো নামক পরিবারগোষ্ঠীর শাসনাধীন ছিল।
test_0995,test,has_context,history,wrong,tawhid=correct/none; shejan=wrong/relational,no,বিজ্ঞানী সত্যেন্দ্রনাথ বসু ১৯৫৮ সালে লন্ডনের রয়্যাল সোসাইটির ফেলো নির্বাচিত হন। তিনি ১৯৫২ সাল থেকে কিছুকাল পর্যন্ত পশ্চিমবঙ্গ রাজ্যসভার মনোনীত সদস্য হিসেবেও দায়িত্ব পালন করেন। এ লক্ষ্যে তিনি কলকাতায় 'বঙ্গীয় বিজ্ঞান পরিষদ' প্রতিষ্ঠা করেন এবং এ পরিষদের মুখপত্ররূপে মাসিক 'জ্ঞান ও বিজ্ঞান' প্রকাশ করেন। আন্তর্জাতিক খ্যাতিসম্পন্ন এই বিজ্ঞানীকে বিশ্বভারতী বিশ্ববিদ্যালয় কর্তৃপক্ষ 'দেশিকোত্তম' এবং ভারত সরকার 'পদ্মভূষণ' উপাধিতে ভূষিত করে।,সত্যেন্দ্রনাথ বসুকে বিশ্বভারতী বিশ্ববিদ্যালয় কর্তৃপক্ষ কোন উপাধিতে ভূষিত করে?,পদ্মভূষণ
test_1031,test,has_context,grammar,correct,tawhid=wrong/entity; shejan=correct/none,no,'প্রীতিভোজ' শব্দটির ব্যাসবাক্য হলো: প্রীতি উপলক্ষে ভোজ।,"ব্যাসবাক্য অনুযায়ী, 'প্রীতিভোজ' শব্দটি কোন সমাসের উদাহরণ?",মধ্যপদলোপী কর্মধারয়
test_1034,test,no_context,science,correct,tawhid=wrong/fabricated; shejan=correct/none,no,,বাংলাদেশে প্রায় কত প্রজাতির গেছো ব্যাঙ দেখা যায়?,প্রায় ৭ প্রজাতি
test_1053,test,no_context,bcs,correct,tawhid=wrong/fabricated; shejan=correct/none,no,,ঐতিহাসিক 'ছয়-দফা' বঙ্গবন্ধু শেখ মুজিবুর রহমান আনুষ্ঠানিকভাবে ঘোষণা করেন—,২৩ মার্চ ১৯৬৬
test_1074,test,has_context,others,wrong,tawhid=correct/none; shejan=wrong/numeric,no,শরৎচন্দ্র চট্টোপাধ্যায় ১৯২৩ সালে কলকাতা বিশ্ববিদ্যালয় থেকে জগত্তারিণী স্বর্ণপদক পান। ১৯৩৬ সালে ঢাকা বিশ্ববিদ্যালয় তাঁকে ডি.লিট উপাধি দেয়।,শরৎচন্দ্র চট্টোপাধ্যায় কলিকাতা বিশ্ববিদ্যালয় থেকে জগত্তারিণী স্বর্ণপদক কত সালে পান?,১৯৩৬ সালে।
test_1079,test,no_context,mathematics,correct,tawhid=wrong/fabricated; shejan=wrong/fabricated,yes,,গোয়ালে ৩০ খড়ের আঁটি এবং খামারে ২০ টি খড়ের আঁটি ছিল। তন্ময় গোয়ালে আর কিছু খড়ের আঁটি রেখেছে। গোয়ালে এখন ৬০ টি খড়ের আঁটি রয়েছে। তিনি গোয়ালে কয়টি খড়ের আঁটি রেখে ছিলেন?,90
