item_id,split,condition,subject,reason,corpus_label,votes,allowed_types,context,question,answer,your_decision,adjudicator_notes
test_0638,test,has_context,law,marked unsure or unreadable,wrong,tawhid=correct/none; shejan=unsure/none,contradiction | entity | numeric | relational,"১৯৭১ সালের ৭ মার্চ জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান ঢাকার রেসকোর্স ময়দানে (বর্তমান শহীদ সোহরাওয়ার্দী উদ্যান) ঐতিহাসিক ভাষণ দেন, যা বাঙালি জাতিকে স্বাধীনতা সংগ্রামের পথ দেখিয়েছিল।",প্রধানমন্ত্রী শেখ হাসিনা ৭ মার্চ উপলক্ষে ২০২৩ সালে কবে বাণী দেন?,৭ মার্চ ২০২২,,
test_0644,test,has_context,law,marked unsure or unreadable,wrong,tawhid=correct/none; shejan=unsure/none,contradiction | entity | numeric | relational,"ব্রাহ্ম সভা হিন্দুধর্ম সংস্কারক রাজা রামমোহন রায় (১৭৭২-১৮৩৩) কর্তৃক ১৮২৮ সালের আগস্ট মাসে প্রতিষ্ঠিত হয়, যা পরবর্তীতে ব্রাহ্ম সমাজ নামে পরিচিত হয়।",কেশবচন্দ্র সেন 'নববিধান' ঘোষণা করেন কবে?,১৮৭২ সালের ফেব্রুয়ারিতে,,
test_0656,test,has_context,history,annotators chose different types,wrong,tawhid=wrong/relational; shejan=wrong/entity,contradiction | entity | numeric | relational,বাংলার প্রথম স্বাধীন রাজা ছিলেন শশাঙ্ক যিনি ৬০৬ খ্রীষ্টাব্দ থেকে ৬৩৭ খ্রীষ্টাব্দ পর্যন্ত রাজত্ব করেছিলেন। সম্ভবত তিনি গুপ্ত সম্রাটদের অধীনে একজন সামন্তরাজা ছিলেন । হর্ষবর্ধনের ভ্রাতা রাজ‍্যবর্ধন।কে ইনি হত‍্যা করেন। এই জন‍্য হর্ষবর্ধন-এর সঙ্গে তাঁর যুদ্ধ হয় । তাঁর শক্তি বৃদ্ধি হতে দেখে কামরুপ রাজ ভাস্করবর্মন তাঁর শত্রু হর্ষবর্ধন-এর সঙ্গে মিত্রতা স্থাপন করেন । শশাঙ্ক চালুক‍্যরাজ দ্বিতীয় পুলকেশীর সাহায‍্য পেয়েছিলেন এদের বিরুদ্ধে।শশাঙ্ক পরম শৈব ও বৌদ্ধবিদ্বেষী ছিলেন। পাটলীপুত্র ও কুশীনগরে বহু বৌদ্ধ কীর্ত্তি ধ্বংস করেন। ৬৩৭ খ্রীষ্টাব্দে শশাঙ্ক-এর মৃত্যুর পর তাঁর রাজ্যের পতন ঘটে। শশাঙ্ক‌ই প্রথম বাংলার রূপরেখা দিয়েছিলেন।,বৃহৎ বঙ্গ বা বিশাল বাংলার প্রথম স্বাধীন রাজা কে ছিলেন ?,বৃহৎ বঙ্গ বা বিশাল বাংলার প্রথম স্বাধীন রাজা ছিলেন **গোপাল**।,,
test_0662,test,has_context,reading_comprehension,"human says correct, corpus says wrong",wrong,tawhid=correct/none; shejan=correct/none,contradiction | entity | numeric | relational,"সৌরভ রাজ জৈন (জন্ম: ১লা ডিসেম্বর ১৯৮৫), হলেন একজন ভারতীয় টেলিভিশন অভিনেতা ও মডেল তারকা। সৌরভ মহাভারত (২০১৩) টিভি সিরিজে ভগবান কৃষ্ণ ভুমিকার জন্য বেশি পরিচিতি লাভ করেন।. সৌরভ উনিশ বছর বয়সে তার টেলিভিশন কর্মজীবন শুরু করেন রিমিক্স (২০০৪)-এ মধ্য দিয়ে সহকারী অভিনেতা হিসেবে। দেবো কে দেব...মহাদেব (২০১১)-এর মধ্য দিয়ে তিনি নিজেকে একজন অনন্য অভিনেতা হিসেবে প্রতিষ্ঠা করেন, যেখানে তিনি ভগবান বিষ্ণু অবতারে অভিনয় করেন। কর্ম (২০০৮ সাল)-এর ছবি দিয়ে তিনি প্রথমবারের মতন ছবিতে পা রাখেন এবং সম্প্রতি তিনি ওম নম ভেঙ্কটেশায়া দিয়ে তেলুগু ছবিতে পা রাখেন। সৌরভ রাজ জৈন জন্মে একজন জৈন হলেও তিনি বিশ্বাসে বৌদ্ধ ধর্",সৌরভ রাজ জৈন কবে জন্মগ্রহণ করেন?,১লা ডিসেম্বর ১৯৮৫,,
test_0667,test,has_context,reading_comprehension,annotators disagree on correct vs wrong,wrong,tawhid=correct/none; shejan=wrong/entity,contradiction | entity | numeric | relational,"মন্দোদরী ছিলেন অসুররাজ ময়াসুর ও অপ্সরা হেমার কন্যা। মন্দোদরীর তিন পুত্র ছিল: মেঘনাদ (ইন্দ্রজিৎ), অতিকায় ও অক্ষয়কুমার। রামায়ণের কোনো কোনো সংস্করণ অনুযায়ী, মন্দোদরী রামের পত্নী সীতারও গর্ভধারিণী মা। উল্লেখ্য, সীতাকেই তাঁর স্বামী রাবণ অন্যায়ভাবে চুরি করে এনেছিলেন। স্বামীর দোষ সত্ত্বেও মন্দোদরী তাঁকে ভালবাসতেন এবং তাঁকে সত্যপথে চলার উপদেশ দিতেন। মন্দোদরী বারবার সীতাকে রামের কাছে ফিরিয়ে দেওয়ার জন্য রাবণকে পরামর্শ দিয়েছিলেন। কিন্তু রাবণ তাঁর কথায় কর্ণপাত করেননি। রামায়ণে রাবণের প্রতি মন্দোদরীর ভালবাসা ও আনুগত্যের প্রশংসা করা হয়েছে।",রামায়ণ অনুসারে মন্দোদরীর মায়ের নাম কী ?,ময়াসুর,,
test_0693,test,has_context,reading_comprehension,annotators chose different types,wrong,tawhid=wrong/relational; shejan=wrong/numeric,contradiction | entity | numeric | relational,"দোস্ত মুহাম্মদ খান ১৭৯৩ খ্রিষ্টাব্দের ২৩ ডিসেম্বর কান্দাহারের একটি প্রভাবশালী পরিবারে জন্মগ্রহণ করেছিলেন।[4] তার বাবা পায়েন্দা খান ছিলেন বারাকজাই গোত্রের প্রধান এবং দুররানি সাম্রাজ্যের একজন বেসামরিক কর্মচারী। তারা তাদের বংশলতিকা হাজি জামাল খান, ইউসুফ, ইয়ারু, মুহাম্মদ, উমর খান, খিসার খান, ইসমাইল, নিক, দারু, সাইফাল এবং বারাকের মাধ্যমে আবদালি গোত্রের প্রতিষ্ঠাতা আবদালের সাথে সম্পর্কিত করেন। আবদালের চার পুত্র ছিল। তারা হলেন পুপাল, বারাক, আচাক এবং আলাকু।[5]",পাঠ্যাংশ থেকে “তার বাবা পায়েন্দা খান বারাকজাই” সম্পর্কিত সঠিক তথ্যটি লিখুন।,তার বাবা পায়েন্দা খান ছিলেন বারাকজাই গোত্রের প্রধান এবং দুররানি সাম্রাজ্যের দুজন বেসামরিক কর্মচারী।,,
test_0704,test,has_context,history,annotators disagree on correct vs wrong,wrong,tawhid=correct/none; shejan=wrong/entity,contradiction | entity | numeric | relational,"পরে একে একে সৈয়দ মুসা (রাজ-অমাত্য), সুলায়মান (প্রধান অমাত্য), মুহাম্মদ খান (সৈন্যমন্ত্রী) ও মজলিস নবরাজ (রাজস্বমন্ত্রী) কবিকে পৃষ্ঠপোষকতা দান করেন।",আলাওলের পৃষ্ঠপোষকদের মধ্যে কে সৈন্যমন্ত্রী ছিলেন?,মজলিস নবরাজ,,
test_0706,test,has_context,others,annotators disagree on correct vs wrong,wrong,tawhid=correct/none; shejan=wrong/entity,contradiction | entity | numeric | relational,তামিম ইকবালের টেস্ট অভিষেক হয় ২০০৮ সালের ৪ জানুয়ারি নিউজিল্যান্ডের বিপক্ষে ডানেডিনে। তাঁর ওয়ানডে অভিষেক হয় ২০০৭ সালে জিম্বাবুয়ের বিপক্ষে।,তামিম ইকবালের ওয়ানডে অভিষেক কোন দলের বিপক্ষে?,নিউজিল্যান্ডের বিপক্ষে।,,
test_0716,test,has_context,history,marked unsure or unreadable,wrong,tawhid=unsure/none; shejan=unsure/none,contradiction | entity | numeric | relational,তিনি কলকাতা নাইট রাইডার্স-এর হয়ে ২০১২ ও ২০১৪ সালে ইন্ডিয়ান প্রিমিয়ার লিগ (আইপিএল) জিতেছেন এবং বাংলাদেশ প্রিমিয়ার লিগে (বিপিএল) তিনবার শিরোপা জিতেছেন। তিনি রেকর্ড চারবার বিপিএলের সেরা খেলোয়াড় নির্বাচিত হয়েছেন। সাকিব তার ক্যারিয়ারে ৪১টি ম্যান-অব-দ্য-ম্যাচ এবং ১৬টি ম্যান-অব-দ্য-সিরিজ পুরস্কার জিতেছেন। ২০০৯ থেকে ২০২২ সালের মধ্যে তিনি তিন ফরম্যাটে ১২০টি ম্যাচে বাংলাদেশ দলকে নেতৃত্ব দিয়েছেন।,সাকিব রেকর্ড কতবার বিপিএলের সেরা খেলোয়াড় নির্বাচিত হয়েছেন?,রেকর্ড চারভার,,
test_0725,test,has_context,law,marked unsure or unreadable,wrong,tawhid=wrong/relational; shejan=unsure/none,contradiction | entity | numeric | relational,"ব্রাহ্ম সভা হিন্দুধর্ম সংস্কারক রাজা রামমোহন রায় (১৭৭২-১৮৩৩) কর্তৃক ১৮২৮ সালের আগস্ট মাসে প্রতিষ্ঠিত হয়, যা পরবর্তীতে ব্রাহ্ম সমাজ নামে পরিচিত হয়।",কেশবচন্দ্র সেনের কন্যার বিবাহ নিয়ে বিতর্ক সৃষ্টি হয়েছিল কার সঙ্গে?,নেপালের রাজার সঙ্গে,,
test_0730,test,has_context,reading_comprehension,annotators disagree on correct vs wrong,wrong,tawhid=correct/none; shejan=wrong/contradiction,contradiction | entity | numeric | relational,আবু বকর ৫৭৩ সালের দিকে মক্কার কুরাইশ বংশের বনু তাইম গোত্রে জন্মগ্রহণ করেছেন।[6] তার বাবার নাম আবু কুহাফা ও মায়ের নাম সালমা বিনতে সাখার।,প্রদত্ত অনুচ্ছেদে “তার বাবার আবু কুহাফা মায়ের” সম্পর্কে মূল বক্তব্যটি কী?,তার বাবার নাম আবু কুহাফা ও মায়ের নাম সালমা বিনতে সাখার নয়।,,
test_0731,test,has_context,history,annotators disagree on correct vs wrong,wrong,tawhid=correct/none; shejan=wrong/entity,contradiction | entity | numeric | relational,"৫ সিলেট-ডাউকি সড়ক থেকে সিলেট জেলার সমগ্র উত্তর ও পশ্চিমাঞ্চল বাঁশতলা মেজর মীর শওকত আলী ১০ এপ্রিল, ১৯৭১ হতে ৬ই এপ্ৰিল, ১৯৭২",৫ নম্বর সেক্টরের সদরদপ্তর কোথায় ছিল?,ডাউকি,,
test_0735,test,has_context,reading_comprehension,annotators disagree on correct vs wrong,wrong,tawhid=correct/none; shejan=wrong/contradiction,contradiction | entity | numeric | relational,"এশীয় উন্নয়ন ব্যাংক (English: Asian Development Bank) বা এডিবি আঞ্চলিক উন্নয়ন ব্যাংক হিসেবে ১৯ ডিসেম্বর, ১৯৬৬ সালে প্রতিষ্ঠিত হয়।[2] এশিয়ার দেশগুলোর অর্থনৈতিক উন্নয়নকে আরো দ্রুত, বেগবান ও সহজ করাই ব্যাংকটির মূল উদ্দেশ্য।",পাঠ্যাংশ অনুসারে “এশিয়ার দেশগুলোর অর্থনৈতিক উন্নয়নকে আরো” সম্পর্কিত উত্তর দিন।,"এশিয়ার দেশগুলোর অর্থনৈতিক উন্নয়নকে আরো দ্রুত, বেগবান ও সহজ করাই ব্যাংকটির মূল উদ্দেশ্য নয়।",,
test_0740,test,has_context,history,annotators chose different types,wrong,tawhid=wrong/relational; shejan=wrong/entity,contradiction | entity | numeric | relational,"চট্টগ্রাম আন্তর্জাতিক ডেন্টাল কলেজ হাসপাতাল, চট্টগ্রাম",চবির অধীনে থাকা একমাত্র ডেন্টাল কলেজটির নাম কী?,চট্টগ্রাম মেডিকেল ডেন্টাল কলেজ,,
test_0742,test,no_context,science,marked unsure or unreadable,wrong,tawhid=wrong/fabricated; shejan=unsure/none,fabricated | overclaim,,ক্রেবস চক্রে কত অণু ATP উৎপন্ন হয়?,১৫ বছর বয়সে,,
test_0744,test,has_context,law,marked unsure or unreadable,wrong,tawhid=wrong/numeric; shejan=unsure/none,contradiction | entity | numeric | relational,ভারতীয় উপমহাদেশে সাংবিধানিক ধারার বিকাশ ঘটে ১৭৭৩ সালের রেগুলেটিং অ্যাক্ট পাসের মধ্য দিয়ে এবং ক্রমান্বয়ে তা পরিবর্তিত হতে থাকে ১৯৩৫ সালের ভারত শাসন আইন পর্যন্ত।,পাকিস্তানের প্রথম গণপরিষদের সদস্য সংখ্যা প্রাথমিকভাবে কত ছিল এবং পরে বৃদ্ধি পেয়ে কত হয়?,"প্রাথমিকভাবে ৭৯ জন, পরে বৃদ্ধি পেয়ে ৬৯ জন",,
test_0749,test,has_context,reading_comprehension,annotators chose different types,wrong,tawhid=wrong/relational; shejan=wrong/entity,contradiction | entity | numeric | relational,"বাংলা ভাষা (/bɑːŋlɑː/; pronunciation) দক্ষিণ এশিয়ার বঙ্গ অঞ্চলের মানুষের স্থানীয় ভাষা, এই অঞ্চলটি বর্তমানে রাজনৈতিকভাবে স্বাধীন রাষ্ট্র বাংলাদেশ ও ভারতের অঙ্গরাজ্য পশ্চিমবঙ্গ নিয়ে গঠিত। এছাড়াও ভারতের ত্রিপুরা রাজ্য, অসম রাজ্যের বরাক উপত্যকা এবং আন্দামান দ্বীপপুঞ্জেও বাংলা ভাষাতে কথা বলা হয়। এই ভাষার লিপি হল বাংলা লিপি। এই অঞ্চলের প্রায় বাইশ কোটি স্থানীয় মানুষের ও পৃথিবীর মোট ৩০ কোটি মানুষের ভাষা হওয়ায়, এই ভাষা বিশ্বের সর্বাধিক প্রচলিত ভাষাগুলির মধ্যে চতুর্থ স্থান অধিকার করেছে।[1][4][5][6] বাংলাদেশ, ভারত ও শ্রীলঙ্কার জাতীয় সঙ্গীত, এবং ভারতের জাতীয় স্তোত্র এই ভাষাতেই রচিত এবং তা থেকেই দক্ষিণ এশিয়ায় এই ভাষার গুরুত্ব বোঝা যায়।",পাঠ্যাংশ অনুসারে “বাংলাদেশ ভারত শ্রীলঙ্কার জাতীয় সঙ্গীত” সম্পর্কিত উত্তর দিন।,"বাংলাদেশ, ভারত ও শ্রীলঙ্কার জাতীয় সঙ্গীত, এবং ভারতের জাতীয় স্তোত্র এই ভাষাতেই রচিত এবং তা থেকেই উত্তর এশিয়ায় এই ভাষার গুরুত্ব বোঝা যায়।",,
test_0754,test,has_context,law,annotators chose different types,wrong,tawhid=wrong/relational; shejan=wrong/entity,contradiction | entity | numeric | relational,"নারীবাদ (Feminism) ১৮৮০ সালে ফ্রান্সে, ১৮৯০ সালে যুক্তরাজ্যে এবং ১৯১০ সালে যুক্তরাষ্ট্রে বিশ্বব্যাপী আন্দোলন হিসেবে প্রচলন লাভ করে।",নারীবাদ আন্দোলন সর্বপ্রথম কোন দেশে প্রচলন লাভ করে?,যুক্তরাষ্ট্রে (১৮৮০ সালে),,
test_0756,test,has_context,history,annotators chose different types,wrong,tawhid=wrong/entity; shejan=wrong/contradiction,contradiction | entity | numeric | relational,বঙ্গভঙ্গ রদ করার পূর্বে ব্রিটিশ প্রশাসকেরা মুসলমানদেরকে এই বলে আশ^স্ত করেছিল যে নবগঠিত বাংলা প্রদেশে তারাই হবে সংখ্যাগরিষ্ঠ। তাছাড়া মোর্লে-মিন্টো সংস্কার (দি ইন্ডিয়া কাউন্সিল্স অ্যাক্ট ১৯০৯)-এর মাধ্যমে মুসলমানদের জন্য পৃথক ভোটের বিধান চালু করে আইনসভা ও স্থানীয় সরকার পরিষদে তাদের পর্যাপ্ত প্রতিনিধিত্বের ব্যবস্থাও মুসলমানদের স্বার্থরক্ষা করেছিল।,বঙ্গভঙ্গ রদের পূর্বে ব্রিটিশ প্রশাসকেরা মুসলমানদের কী বলে আশ্বস্ত করেছিল?,তাদেরকে পৃথক রাষ্ট্র দেওয়া হবে,,
test_0760,test,has_context,reading_comprehension,annotators chose different types,wrong,tawhid=wrong/relational; shejan=wrong/contradiction,contradiction | entity | numeric | relational,বাগদা চিংড়ির ফুলকা কয়েকটি অংশে বিভক্ত যা গাছের শাখার ন্যায়। এর উপর ভিত্তি করে বৈজ্ঞানিক নাম প্রদান করা হয়েছে। প্রাচীন গ্রীক ভাষা ডেনড্রোন (অর্থ গাছ) (δένδρον) এবং ব্রাঞ্চিয়া (অর্থ ফুলকা) (βράγχια)-এর সংমিশ্রণে এর বৈজ্ঞানিক নাম ডেনড্রোনব্রাঞ্চিয়াটা (Dendrobranchiata) রাখা হয়েছে।[11],"অনুচ্ছেদ অনুযায়ী, “প্রাচীন গ্রীক ভাষা ডেনড্রোন অর্থ” প্রসঙ্গে কী তথ্য দেওয়া হয়েছে?",প্রাচীন গ্রীক ভাষা ডেনড্রোন (অর্থ গাছ) (δένδρον) এবং ব্রাঞ্চিয়া (অর্থ ফুলকা) (βράγχια)-এর সংমিশ্রণে এর বৈজ্ঞানিক নাম ডেনড্রোনব্রাঞ্চিয়াটা (Dendrobranchiata) রাখা হয়নি।,,
test_0761,test,has_context,history,marked unsure or unreadable,wrong,tawhid=unsure/none; shejan=unsure/none,contradiction | entity | numeric | relational,গ্যালারী ১০: নওয়াব পরিচিতি — ঢাকার নওয়াব পরিবারের স্বনামধন্য ব্যক্তিদের পরিচিতি এই গ্যালারীতে স্থান পেয়েছে। এছাড়া এই গ্যালারীতে ঢাকার নওয়াবদের কাশ্মীরবাসী আদিপুরুষ থেকে সাম্প্রতিককাল পর্যন্ত বংশধরের বিভিন্ন শাখা প্রশাখা দেখিয়ে একটি বংশতালিকা প্রদর্শিত হয়েছে।,আহসান মঞ্জিল জাদুঘরের নওয়াব পরিচিতি গ্যালারিতে কী প্রদর্শিত হয়?,"নওয়াব পরিবারের প্রতিকৃতি, লাইফ সাইজ তৈলচিত্র ও সংক্ষিপ্ত জীবনি",,
test_0762,test,has_context,reading_comprehension,annotators disagree on correct vs wrong,wrong,tawhid=correct/none; shejan=wrong/numeric,contradiction | entity | numeric | relational,বারবারা এস. আসকিন্স (জন্ম ১৯৩৯) একজন আমেরিকান রসায়নবিদ। তিনি অবিকশিত আলোকচিত্রের নেগেটিভ উন্নত করার একটি পদ্ধতি উদ্ভাবনের জন্য সবচেয়ে বেশি পরিচিত। এই উদ্ভাবনটি নাসা এবং চিকিৎসা শিল্পে ব্যাপকভাবে ব্যবহৃত হয়েছে। তার এই অবদানের জন্য আসকিন্স ১৯৭৮ সালে 'ন্যাশনাল ইনভেন্টর অফ দ্য ইয়ার' উপাধি লাভ করেন।,বারবারা আসকিন্স কবে জন্মগ্রহণ করেন?,১৯৭৮,,
test_0763,test,has_context,history,marked unsure or unreadable,wrong,tawhid=unsure/none; shejan=unsure/none,contradiction | entity | numeric | relational,"অভ্র কিবোর্ড হলো ওমিক্রনল্যাব কর্তৃক উন্নয়নকৃত মাইক্রোসফট উইন্ডোজ, ম্যাক ওএস এবং লিনাক্স অপারেটিং সিস্টেমের জন্য মুক্ত ও উন্মুক্ত উৎসের একটি গ্রাফিক্যাল কিবোর্ড সফটওয়্যার। এটি উইন্ডোজের জন্য প্রথম বিনামূল্যের ইউনিকোড এবং আনসি যুক্ত বাংলা কিবোর্ড ইন্টারফেস যা ২৬ মার্চ ২০০৩ সালে মুক্তি পায়।",অভ্র কিবোর্ড কোন প্রতিষ্ঠান দ্বারা উন্নয়নকৃত?,ওমিক্রনল্যাভ,,
test_0777,test,has_context,history,annotators chose different types,wrong,tawhid=wrong/entity; shejan=wrong/contradiction,contradiction | entity | numeric | relational,মুহাম্মাদের অনুসারীর সংখ্যা প্রথমদিকে খুবই কম ছিল।,প্রথমদিকে মুহাম্মাদের অনুসারীর সংখ্যা কেমন ছিল?,"কয়েক হাজার, তুলনামূলক বেশি",,
test_0782,test,has_context,reading_comprehension,annotators disagree on correct vs wrong,wrong,tawhid=correct/none; shejan=wrong/contradiction,contradiction | entity | numeric | relational,"মুন্ডা, দক্ষিণ এশিয়ার একটি বড় উপজাতি। ভারতের ঝাড়খণ্ড ও ছত্রিশগড় রাজ্যের ছোটনাগপুর অঞ্চল, মধ্যপ্রদেশ, ওড়িশা এবং পশ্চিমবঙ্গে এঁদের বাস। এছাড়া, বাংলাদেশের কোনো কোনো অঞ্চলেও এঁরা বাস করেন। মুন্ডা জনগোষ্ঠী যে ভাষায় কথা বলে, তার নাম মুন্ডারি। এটি অস্ট্রো- এশিয়াটিক ভাষা গোষ্ঠীর অন্তর্গত।[1]","অনুচ্ছেদ অনুযায়ী, “ভারতের ঝাড়খণ্ড ছত্রিশগড় রাজ্যের ছোটনাগপুর” প্রসঙ্গে কী তথ্য দেওয়া হয়েছে?","ভারতের ঝাড়খণ্ড ও ছত্রিশগড় রাজ্যের ছোটনাগপুর অঞ্চল, মধ্যপ্রদেশ, ওড়িশা এবং পশ্চিমবঙ্গে এঁদের বাস নয়।",,
test_0784,test,has_context,history,marked unsure or unreadable,wrong,tawhid=unsure/none; shejan=unsure/none,contradiction | entity | numeric | relational,১৬৬০ সালে তাকে মারাঠা শাসনকর্তা ছত্রপতি শিবাজি মহারাজের বিরুদ্ধে সংগ্রামে অংশ নিতে পাঠানো হয়েছিল। মির্জা আবু তালিবের পূর্বপুরুষ পারস্য থেকে আগত এবং মুঘল রাজপরিবারের সাথেও তার সম্পর্ক ছিল। মির্জার বাবা আবুল আসরাফ আসাফ বেগ ও শায়েস্তা খাঁনের দাদা মির্জা গিয়াস বেগ ইতিমাদুদ্দৌলা দু'জনেই মুঘল সাম্রাজ্যের উজির বা প্রধানমন্ত্রী হিসেবে দায়িত্ব পালন করেন। বাদশাহ শাহজাহান মির্জা আবু তালিব-কে শায়েস্তা খাঁ উপাধিতে ভূষিত করেন।,মির্জা আবু তালিবের পূর্বপুরুষ কোথা থেকে এসেছিলেন?,পারস্য থেখে,,
test_0793,test,has_context,others,annotators chose different types,wrong,tawhid=wrong/entity; shejan=wrong/contradiction,contradiction | entity | numeric | relational,জালিয়ানওয়ালাবাগ হত্যাকাণ্ডের প্রতিবাদে রবীন্দ্রনাথ ঠাকুর ১৯১৯ সালে ব্রিটিশ সরকারের দেওয়া নাইটহুড উপাধি ত্যাগ করেন।,রবীন্দ্রনাথ কেন নাইটহুড ত্যাগ করেন?,বঙ্গভঙ্গের সমর্থনে।,,
test_0803,test,has_context,reading_comprehension,annotators chose different types,wrong,tawhid=wrong/relational; shejan=wrong/contradiction,contradiction | entity | numeric | relational,কুকথা' শব্দটিতে 'কু' উপসর্গ ব্যবহৃত হয়েছে।,প্রদত্ত অনুচ্ছেদে “কুকথা শব্দটিতে কু উপসর্গ ব্যবহৃত” সম্পর্কে মূল বক্তব্যটি কী?,কুকথা' শব্দটিতে 'কু' উপসর্গ ব্যবহৃত হয়নি।,,
test_0811,test,has_context,reading_comprehension,annotators disagree on correct vs wrong,wrong,tawhid=correct/none; shejan=wrong/contradiction,contradiction | entity | numeric | relational,"দর্শন শব্দটি ইংরেজি philosophy শব্দ থেকে এসেছে। ফিলোসফি শব্দটি এসেছে প্রাচীন গ্রিক ভাষা থেকে। গ্রিক ভাষায় φιλοσοφία (philosophía) শব্দটি দুটি শব্দ থেকে উৎপত্তি লাভ করেছে। শব্দ দুটি হল: φίλος (ফিলোস: বন্ধু, ভালোবাসার পাত্র) এবং σοφία (সোফিয়া: প্রজ্ঞা)। [2][3] এ থেকে স্পষ্টতই বোঝা যায়, দর্শনের সাথে মূল সম্পর্ক হচ্ছে প্রজ্ঞার, আরও নির্দিষ্টভাবে বলতে গেলে, প্রজ্ঞার প্রতি ভালোবাসার। জ্ঞান এবং প্রজ্ঞা এক জিনিস নয়। ঘটনা ও তথ্য সম্পর্কে স্পষ্ট ও নির্ভুল ধারণা থেকে জ্ঞান লাভ করা যায়, কিন্তু দার্শনিক (যিনি দর্শন চর্চা করেন তাকেই দার্শনিক বলা হয়) কেবল তথ্যগত জ্ঞানের উপর নির্ভর করেন না। দর্শনের প্রধান কাম্য বিষয় প্রজ্ঞা। প্রজ্ঞার অনুসন্ধান ও চর্চার মাধ্যমেই দর্শন বিকাশ লাভ করে। পিথাগোরাস সারা জীবন প্রজ্ঞার সাধনা করেছেন, কখনও জ্ঞানের গরিমা অনুভব করেননি। এজন্য তিনি দার্শনিক হিসেবে বিদগ্ধ। দর্শনের জন্য যে প্রজ্ঞা কাম্য তার মধ্যে রয়েছে, অন্তর্দৃষ্টি, দৃষ্টিভঙ্গির অভ্রান্ততা, বিচারের ভারসাম্য ও বিশ্লেষণের সামঞ্জস্য।[4]",অনুচ্ছেদের ভিত্তিতে “শব্দ দুটি হল ফিলোস বন্ধু” বিষয়ে কোন বক্তব্যটি সঠিক?,"শব্দ দুটি হল: φίλος (ফিলোস: বন্ধু, ভালোবাসার পাত্র) এবং σοφία (সোফিয়া: প্রজ্ঞা) নয়।",,
test_0819,test,has_context,law,marked unsure or unreadable,wrong,tawhid=wrong/numeric; shejan=unsure/none,contradiction | entity | numeric | relational,"ডিঅক্সিরাইবোনিউক্লিইক এসিড (ডিএনএ) আইন, ২০১৪ হলো ডিএনএ নমুনা সংগ্রহ, ডিএনএ প্রোফাইলিং, ফরেনসিক ডিএনএ ল্যাবরেটরি প্রতিষ্ঠা ও জাতীয় ডিএনএ ডাটাব্যাংক সম্পর্কিত বিধান প্রণয়নকল্পে প্রণীত আইন।",ডিএনএ আইনের ধারা ২৯ অনুযায়ী অননুমোদিতভাবে ডিএনএ সংক্রান্ত তথ্য সংগ্রহ বা প্রকাশ করলে সর্বোচ্চ কত বছর কারাদণ্ড হতে পারে?,"৫ বছর, তবে ৩ বছরের কম নয়",,
test_0843,test,has_context,others,annotators chose different types,wrong,tawhid=wrong/relational; shejan=wrong/contradiction,contradiction | entity | numeric | relational,"বাংলাদেশের সবচেয়ে গুরুত্বপূর্ণ খনিজ জ্বালানি সম্পদ হলো প্রাকৃতিক গ্যাস। এটি একটি জীবাশ্ম জ্বালানি এবং বিদ্যুৎ, সার ও শিল্পে বহুল ব্যবহৃত।",প্রাকৃতিক গ্যাস কোন ধরনের জ্বালানি?,পারমাণবিক জ্বালানি।,,
test_0844,test,has_context,history,annotators chose different types,wrong,tawhid=wrong/entity; shejan=wrong/contradiction,contradiction | entity | numeric | relational,যেহেতু পাকিস্তান কর্তৃপক্ষ তাদের প্রতিশ্রুতি পালন করার পরিবর্তে বাংলাদেশের জনপ্রতিনিধিদের সঙ্গে পারষ্পরিক আলোচনাকালে ন্যায়নীতি বহির্ভূত এবং বিশ্বাসঘাতকতামূলক যুদ্ধ ঘোষণা করেন।,ঘোষণাপত্র অনুযায়ী আলোচনার সময় পাকিস্তান কর্তৃপক্ষ কী ঘোষণা করে বলে অভিযুক্ত করা হয়?,সাধারণ ক্ষমার ঘোষণা,,
