item_id,condition,context,question,answer,your_label,your_type,your_difficulty,your_notes
train_1140,has_context,খাদিজা বিনতে খুওয়াইলিদ (Arabic: خديجة بنت خويلد‎) হলেন ইসলাম গ্রহণকারী প্রথম ব্যক্তি এবং এই মহাবিশ্বের সর্বশেষ নবী মুহাম্মদ (স.) এর প্রথম স্ত্রী।[1] তার কুনিয়া উম্মু হিন্দ এবং উপাধি তাহিরা। ইসলামের গ্রহণের আগেই পবিত্র চরিত্রের জন্য তাহিরা উপাধি লাভ করেন; যার অর্থ পবিত্র।[2],অনুচ্ছেদে “খাদিজা বিনতে খুওয়াইলিদ Arabic হলেন” প্রসঙ্গে কোন তথ্য উল্লেখ আছে?,খাদিজা বিনতে খুওয়াইলিদ (Arabic: خديجة بنت خويلد‎) হলেন ইসলাম গ্রহণকারী প্রথম ব্যক্তি এবং এই মহাবিশ্বের সর্বশেষ নবী মুহাম্মদ (স.) এর প্রথম স্ত্রী।,correct,none,hard,
train_1141,no_context,,চর্যাপদের কবিরা ছিলেন –,বজ্রঘানী বৌদ্ধ,wrong,fabricated,hard,
train_1142,has_context,"বিলাল ইবনে রাবাহ ৫৮০ খ্রিস্টাব্দে হেজাজের মক্কা নগরীতে জন্মগ্রহণ করেন।[6] তার পিতা রাবাহ ছিলেন একজন আরব দাস এবং তার মাতা হামামাহ ছিলেন একজন প্রাক্তন আবিসিনিয় রাজকুমারী, যাকে আমুল-ফিল এর ঘটনার সময় আটক করে দাসী করে রাখা হয়। দাস হিসেবে জন্মানোয়, বিলাল (রা:) কেও তার মনিব উমাইয়া ইবন খালাফ এর জন্য কাজ করতে হয়। কঠোর পরিশ্রমী ছিলেন বলে বিলাল (রা:) একজন ভাল দাস হিসেবে পরিচিতি লাভ করেন এবং তার কাছেই আরবের পুতুলগুলোর ঘরের চাবি থাকতো। কিন্তু বর্ণবাদ এবং আরবের সামাজিক-রাজনৈতিক প্রেক্ষাপটের কারণে সেসময় তিনি সমাজের উচুস্তরে যেতে পারেননি।[6]","অনুচ্ছেদ অনুযায়ী, “বিলাল ইবনে রাবাহ ৫৮০ খ্রিস্টাব্দে” প্রসঙ্গে কী তথ্য দেওয়া হয়েছে?",বিলাল ইবনে রাবাহ ৫৮১ খ্রিস্টাব্দে হেজাজের মক্কা নগরীতে জন্মগ্রহণ করেন।,wrong,numeric,hard,
train_1143,has_context,"বাংলাদেশ জাতীয় জাদুঘর ২০ মার্চ, ১৯১৩ খ্রিষ্টাব্দে প্রতিষ্ঠিত হয়; পরবর্তীতে ১৯৮৩ খ্রিষ্টাব্দে এটিকে জাতীয় জাদুঘরের মর্যাদা দেওয়া হয়।",বাংলাদেশ জাতীয় জাদুঘর কত সালে প্রতিষ্ঠিত হয়?,১৯৮৩ খ্রিষ্টাব্দে,wrong,numeric,hard,
train_1144,has_context,১৯৭৬ এর ২৯ আগস্ট বিদ্রোহী কবি কাজী নজরুল ইসলাম ঢাকার পিজি হাসপাতালে শেষ নিঃশ্বাস ত্যাগ করেন এবং ঢাকা বিশ্ববিদ্যালয় মসজিদ প্রাঙ্গনে তাকে দাফন করা হয়। জেনারেল জিয়া বাংলাদেশে একুশে পদক প্রবর্তন করেন ও কাজী নজরুল ইসলামকে (মরণোত্তর) সেই পুরস্কার প্রথম প্রদান করেন।,কাজী নজরুল ইসলাম কবে মৃত্যুবরণ করেন?,১৯৭৮ সালের ২৯ আগস্ট,,,,
train_1145,has_context,"তখন তিনি দশম শ্রেনীর ছাত্রী। লুকিয়ে লুকিয়ে তিনি পড়েন “দেশের কথা”, “বাঘা যতীন”, “ক্ষুদিরাম” আর “কানাইলাল”।",প্রীতিলতা লুকিয়ে কোন বইগুলো পড়তেন?,"""আনন্দমঠ"", ""পথের দাবী"" ও ""অগ্নিযুগ""।",wrong,,easy,
train_1146,has_context,প্রত্যেক নাগরিকের বাকস্বাধীনতা ও ভাব প্রকাশের স্বাধীনতা থাকবে।,প্রদত্ত প্রসঙ্গ অনুযায়ী বাংলাদেশের সংবিধানে বর্ণিত মৌলিক অধিকার সম্পর্কে কী তথ্য দেওয়া হয়েছে?,প্রত্যেক নাগরিকের বাকস্বাধীনতা ও ভাব প্রকাশের স্বাধীনতা থাকবে।,correct,none,hard,
train_1147,has_context,বাংলাদেশ নৌবাহিনীতে ৬টি প্রশাসনিক শাখা রয়েছে:[49],পাঠ্যাংশে “বাংলাদেশ নৌবাহিনীতে ৬টি প্রশাসনিক শাখা” কীভাবে বর্ণিত হয়েছে?,বাংলাদেশ নৌবাহিনীতে ৭টি প্রশাসনিক শাখা রয়েছে:,,,,
train_1148,no_context,,'সোনালী কাবিন' এর রচয়িতা কে?,আল-মাহমুদ,correct,none,easy,
train_1149,has_context,"স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ৬৩-এর বিষয় সরকারি কর্মকর্তা ও কর্মচারীদের পরিষদে হস্তান্তরে সরকারের ক্ষমতা।","স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ৬৩-এর বিষয় কী?",সরকারি কর্মকর্তা ও কর্মচারীদের পরিষদে হস্তান্তরে সরকারের ক্ষমতা,correct,none,easy,
train_1150,no_context,,ল্যাপটপ সিপিইউ সাধারণত কত ওয়াট শক্তি খরচ করে?,১৪০ থেকে ১৬০ জিএসএম,wrong,fabricated,easy,
train_1151,no_context,,জাতীয় সংসদে মোট আসন সংখ্যা কত?,৩৪৫টি,wrong,fabricated,hard,
train_1152,has_context,"টেস্ট ম্যাচ: ইংল্যান্ড বনাম নিউজিল্যান্ড (১৬-১৮ ফেব্রুয়ারি), ল্যাঙ্কাস্টার পার্ক, ক্রাইস্টচার্চ। নিউজিল্যান্ড মাত্র ৪৪ রানের শোচনীয় স্কোরে অলআউট হয়ে যায়। বেটি স্নোবল ১৮৯ রানের এক নতুন টেস্ট ম্যাচ রেকর্ড গড়েন। ইংল্যান্ড এক ইনিংস ও ৩৩৭ রানে জয়ী হয়।",নিউজিল্যান্ডের বিপক্ষে টেস্টে বেটি স্নোবল কত রান করে নতুন রেকর্ড গড়েন?,১৮৯ রান,correct,none,hard,
train_1153,no_context,,"'মানুষের মাঝে স্বর্গ নরক, মানুষেতে সুরাসুর'- এ পঙক্তিটি কার রচনা?",শেখ ফজলুল করিম,correct,none,easy,
train_1154,no_context,,VDU এর পূর্ণরূপ কী?,স্নায়ুতন্ত্র,wrong,fabricated,easy,
train_1155,no_context,,"""গলায় দড়ি"" এর ভাবার্থ কী?",চাওয়ামাত্র টাকা দেয় এবং হিসাব নেয় না এমন ব্যক্তি,wrong,fabricated,easy,
train_1156,has_context,'আরামকেদারা' শব্দটির ব্যাসবাক্য হলো: আরামের জন্য কেদারা।,"ব্যাসবাক্য অনুযায়ী, 'আরামকেদারা' শব্দটি কোন সমাসের উদাহরণ?",ষষ্ঠী তৎপুরুষ,wrong,,hard,
train_1157,no_context,,“ক্ষিতিতল” শব্দের সমার্থক শব্দ কোনটি?,বাটি,wrong,fabricated,easy,
train_1158,has_context,"ঐতিহাসিক নীহাররঞ্জন রায় উল্লেখ করেছেন, পালরাজদের জন্মভূমি বরেন্দ্রী, তাঁরা তাঁদের রাজবংশ প্রতিষ্ঠায় বৈশিষ্ট্যগতভাবে বাঙালি ছিলেন।",কোন ঐতিহাসিক বলেছেন পাল রাজাদের জন্মভূমি বরেন্দ্রী এবং তাঁরা বৈশিষ্ট্যগতভাবে বাঙালি ছিলেন?,রমেশচন্দ্র মজুমদার।,wrong,,easy,
train_1159,has_context,"কাহার্‌বা, কাহেরবা, কার্ফা, ইত্যাদি নামে পরিচিত। উচ্চাঙ্গ সঙ্গীতে ৪-৪ ছন্দের জন্যে ত্রিতাল ব্যবহার বেশি হলেও লঘু সঙ্গীতের ক্ষেত্রে ৪-৪ ছন্দের জন্যে কাহারবাই সর্বাধিক ব্যবহৃত। কাহার্‌বা আট মাত্রার একটি সমপদী তাল। চতুর্মাত্রিক (৪-৪) ছন্দ। এর দুটি বিভাগ - একটি তালি ও একটি খালি। কাহারবার বোল:",কাহারবা তাল কত মাত্রা বিশিষ্ট ?,আট মাত্রা।,correct,none,easy,
train_1160,has_context,রাজীব গান্ধী ১৯৪৪ সালের ২০ আগস্ট জন্মগ্রহণ করেন এবং ১৯৯১ সালের ২১ মে নিহত হন।,রাজীব রত্ন গান্ধীর জন্মদিন কবে ?,২০ আগস্ট ১৯৪৪।,,,,
train_1161,has_context,সাকিব ও শফিউল ৫টি করে উইকেট নিয়ে যৌথভাবে বাংলাদেশের সর্বোচ্চ উইকেট শিকারী হন এশিয়া কাপ ২০১০ এ। এশিয়া কাপ ২০১২ এ বাংলাদেশ ফাইনাল খেলার যোগ্যতা অর্জন করে পাকিস্তানের বিপক্ষে। চূড়ান্ত খেলায় বাংলাদেশ মাত্র ২ রানে হেরে যায়।,২০১২ এশিয়া কাপের ফাইনালে বাংলাদেশ কোন দেশের কাছে হেরে যায় ও কত রানে?,পাকিস্তানের কাছে মাত্র ২ রানে,correct,none,hard,
train_1162,has_context,"এস্টার বানফি (জন্ম ১৯৫৭) একজন হাঙ্গেরীয় প্রাগৈতিহাসিকবিদ, প্রত্নতাত্ত্বিক এবং শিক্ষাবিদ। ২০১৩ সাল থেকে তিনি জার্মান প্রত্নতাত্ত্বিক ইনস্টিটিউটে রোমানো-জার্মানিক কমিশনের পরিচালক হিসেবে দায়িত্ব পালন করছেন। তিনি হাঙ্গেরীয় একাডেমি অফ সায়েন্সেস-এর প্রত্নতাত্ত্বিক ইনস্টিটিউটের একজন অধ্যাপক।",পাঠ্যাংশ অনুসারে “এস্টার বানফি জন্ম ১৯৫৭ হাঙ্গেরীয়” সম্পর্কিত উত্তর দিন।,"এস্টার বানফি (জন্ম ১৯৫৭) একজন হাঙ্গেরীয় প্রাগৈতিহাসিকবিদ, প্রত্নতাত্ত্বিক এবং শিক্ষাবিদ।",correct,none,hard,
train_1163,no_context,,"যে ছন্দের মূল পর্বের মাত্রা সংখ্যা চার, তাকে বলা হয়?",মাত্রাবৃত্ত,wrong,fabricated,hard,
train_1164,has_context,এছাড়াও মেডিকেল সেন্টার প্রাঙ্গনে ৬ টি অস্থায়ী বিছানার ব্যবস্থা রয়েছে।,চবি মেডিকেল সেন্টারে কতটি অস্থায়ী বিছানার ব্যবস্থা রয়েছে?,১০টি,wrong,numeric,easy,
train_1165,has_context,১৯৩৬ সালে তিনি ত্রিপুরা (বর্তমান কুমিল্লা) জেলা বোর্ডের সদস্য নির্বাচিত হন।,ধীরেন্দ্রনাথ দত্ত কত সালে ত্রিপুরা জেলা বোর্ডের সদস্য নির্বাচিত হন?,১৯৩৬ সালে,correct,none,hard,
train_1166,has_context,"প্রথম বিশ্বযুদ্ধের সমাপ্তি ঘটানো ঐতিহাসিক ভার্সাই শান্তি চুক্তির (Treaty of Versailles) ত্রয়োদশ পর্বের (Part XIII) আওতায় ১৯১৯ সালের ১১ এপ্রিল [অংশগ্রহণমূলক উৎস: প্রথম আলো, নোবেল প্রাইজ] আন্তর্জাতিক শ্রম সংস্থা (আইএলও) আন্তর্জাতিক শ্রম সংস্থা প্রতিষ্ঠিত হয়।",আন্তর্জাতিক শ্রম সংস্থা (আইএলও) কবে প্রতিষ্ঠিত হয়?,১৯১৯ সালের ১১ এপ্রিল।,correct,none,hard,
train_1167,has_context,নিরীক্ষা কার্য যথাযথভাবে পরিচালনার জন্য তিনি যেরূপ আবশ্যক বলিয়া বিবেচনা করিবেন সেইরূপ কোন তথ্য তাহার সম্মুখে উপস্থাপন কিংবা লিখিতভাবে সরবরাহ করিবার জন্য চেয়ারম্যানকে অনুরোধ করিতে পারিবেন।,"প্রদত্ত প্রসঙ্গ অনুযায়ী স্থানীয় সরকার (ইউনিয়ন পরিষদ) আইন, ২০০৯-এর ধারা ৬০ সম্পর্কে কী বলা হয়েছে?",নিরীক্ষা কার্য যথাযথভাবে পরিচালনার জন্য তিনি যেরূপ আবশ্যক বলিয়া বিবেচনা করিবেন সেইরূপ কোন তথ্য তাহার সম্মুখে উপস্থাপন কিংবা লিখিতভাবে সরবরাহ করিবার জন্য সদস্যকে অনুরোধ করিতে পারিবেন।,wrong,,hard,
train_1168,has_context,"এই ""সরকারি যাত্রী""দের প্রায় সবাই ছিল সাদা পোশাকে পাকিস্তানি সামরিক বাহিনীর সেনা।",পাকিস্তান এয়ারলাইন্সের ফ্লাইটে পরিবহন করা 'সরকারি যাত্রী'রা প্রকৃতপক্ষে কারা ছিল?,সাদা পোশাকে থাকা পাকিস্তানি সামরিক বাহিনীর সেনা,correct,none,easy,
train_1169,has_context,"সত্য সাই বাবার পূর্ব জীবনের প্রায় সমস্ত তথ্য তাঁর চারিদিকে সৃষ্ট হেগিয়োগ্রাফি, এবং ভক্তদের জন্য বিশেষ মহত্ব থাকা এবং ভক্তদের সত্য সাই বাবার 'দিব্য' হওয়ার প্রমাণ বলে বিশ্বাস করা প্রবাদ থেকে গ্রহণ করা।[13][21][24] এই উৎসসমূহের মতে, সত্য সাই বাবার জন্ম তখনকার ব্রিটিশ ভারতের মাদ্রাজ প্রেসিডেন্সির পুত্তপর্থিতে মীচারাগাণ্ডা ঈশ্বরম্মা এবং পেড্ডাভেংকামা রাজু রত্নাকরমের গৃহে হয়েছিল।[13][25][26] তাঁর মা ঈশ্বরাম্মার ঐশ্বরিক বলে বিশ্বাস করা, সত্য সাই বাবার জন্মকে অনেকে অলৌকিক ঘটনায় পূর্ণ বলে বিশ্বাস করেন।[3][13][27]",অনুচ্ছেদের আলোকে “তাঁর মা ঈশ্বরাম্মার ঐশ্বরিক বলে” বিষয়ে প্রাসঙ্গিক তথ্যটি কী?,"তাঁর মা ঈশ্বরাম্মার ঐশ্বরিক বলে বিশ্বাস করা, সত্য সাই বাবার জন্মকে অনেকে অলৌকিক ঘটনায় পূর্ণ বলে বিশ্বাস করেন না।",wrong,,hard,
train_1170,has_context,"বিশ্বের ইতিহাস বলতে এখানে পৃথিবী নামক গ্রহে বসবাসকারী মানবজাতির ইতিহাস বোঝানো হয়েছে, গ্রহ হিসেবে পৃথিবীর ইতিহাস নয়। মানুষের ইতিহাস মূলত পুরাপ্রস্তর যুগে পৃথিবী জুড়ে শুরু হয়। আদিম যুগ থেকে প্রাপ্ত সকল প্রত্নতাত্ত্বিক ও লিখিত দলিল এর আওতাভুক্ত। লিখন পদ্ধতি আবিষ্কারের মধ্য দিয়ে প্রাচীন প্রামাণ্য ইতিহাসের[1] শুরু হয়।[2][3] যদিও লিখন পদ্ধতি আবিষ্কারের পূর্ববর্তী যুগেও সভ্যতার নিদর্শন পাওয়া গেছে। প্রাগৈতিহাসিক যুগের সূচনা ঘটে পুরাপ্রস্তর যুগে। সেখান থেকে সভ্যতা প্রবেশ করে নব্যপ্রস্তর যুগে এবং এসময় কৃষি বিপ্লবের (খ্রিস্টপূর্ব ৮০০০-খ্রিস্টপূর্ব ৫০০০ অব্দ) সূচনা ঘটে। নব্যপ্রস্তর যুগের বিপ্লবে উদ্ভিদ ও পশুর গৃহপালন এবং নিয়মানুগ কৃষিপদ্ধতি রপ্ত করা মানব সভ্যতার একটি অনন্য মাইলফলক হিসেবে চিহ্নিত।[4][5][6] কৃষির উন্নয়নের সঙ্গে সঙ্গে বেশির ভাগ মানুষ যাযাবর জীবনযাত্রা ত্যাগ করে স্থায়ীভাবে কৃষকের জীবন গ্রহণ করে। তবে বহু সমাজে যাযাবর জীবনব্যবস্থা রয়ে যায়, বিশেষ করে ভৌগোলিকভাবে বিচ্ছিন্ন অঞ্চলগুলিতে ও যেখানে আবাদযোগ্য উদ্ভিদ প্রজাতির অভাব ছিল। কৃষি থেকে প্রাপ্ত খাদ্য নিরাপত্তা ও উদ্বৃত্ত উৎপাদনের ফলে গোষ্ঠীগুলি ধীরে ধীরে বৃদ্ধি পেয়ে আরও বড় সামাজিক প্রতিষ্ঠানের জন্ম দেয়। যোগাযোগ ব্যবস্থার উন্নয়নও এক্ষেত্রে একটি উল্লেখযোগ্য ভূমিকা রাখে।",পাঠ্যাংশ থেকে “কৃষি প্রাপ্ত খাদ্য নিরাপত্তা উদ্বৃত্ত” সম্পর্কিত সঠিক তথ্যটি লিখুন।,কৃষি থেকে প্রাপ্ত খাদ্য নিরাপত্তা ও উদ্বৃত্ত উৎপাদনের ফলে গোষ্ঠীগুলি ধীরে ধীরে বৃদ্ধি পেয়ে আরও বড় সামাজিক প্রতিষ্ঠানের জন্ম দেয়।,correct,none,hard,
train_1171,no_context,,"""হাত দেওয়া"" এর ভাবার্থ কী?",নানা কথা,wrong,fabricated,easy,
train_1172,has_context,'যাবজ্জীবন' শব্দটির ব্যাসবাক্য হলো: জীবন পর্যন্ত ব্যাপ্ত।,"ব্যাসবাক্য অনুযায়ী, 'যাবজ্জীবন' শব্দটি কোন সমাসের উদাহরণ?",তৎপুরুষ,wrong,,easy,
train_1173,no_context,,'গরিষ্ঠ' শব্দের শুদ্ধ বিপরীত শব্দ কোনটি?,সুজন,wrong,fabricated,easy,
train_1174,no_context,,মাইক্রোসফট অফিস কত সালে বাজারে আনা হয়?,খ্রিস্টপূর্ব ৪৫০/৫০০ অব্দে,wrong,fabricated,easy,
train_1175,has_context,বুনসং আরজতউইকুল (জন্ম ২ সেপ্টেম্বর ১৯৩৬) একজন থাই স্প্রিন্টার। তিনি ১৯৬০ সালের গ্রীষ্মকালীন অলিম্পিকে পুরুষদের ৪ × ১০০ মিটার রিলেতে প্রতিদ্বন্দ্বিতা করেছিলেন।,পাঠ্যাংশ অনুসারে “বুনসং আরজতউইকুল জন্ম সেপ্টেম্বর ১৯৩৬” সম্পর্কিত উত্তর দিন।,বুনসং আরজতউইকুল (জন্ম ২ সেপ্টেম্বর ১৯৩৬) একজন থাই স্প্রিন্টার।,correct,none,hard,
train_1176,no_context,,"""ঝাড়া হাত পা"" এর ভাবার্থ কী?",ঝামেলাশূন্য,correct,none,easy,
train_1177,has_context,"যাইহোক, অনেক লোক আবার শহর থেকে পালিয়ে যায়, এবং বেশ কয়েকবার প্লেগের প্রাদুর্ভাব ঘটেছিল, যাতে 1459 সালে মেহমেদ নির্বাসিত গ্রীকদের শহরে ফিরে আসার অনুমতি দেয়।",শহর থেকে মানুষ পালিয়ে যাওয়ার পাশাপাশি জনসংখ্যা কমার আর কোন কারণ উল্লেখ আছে?,বেশ কয়েকবার প্লেগের প্রাদুর্ভাব,correct,none,easy,
train_1178,no_context,,‘অন্তরাত্মা’ শব্দের সন্ধি বিচ্ছেদ কী?,অন্তঃ + আত্মা,correct,none,hard,
train_1179,no_context,,‘উৎ’ ও ‘ভব’ শব্দ দুটির সন্ধিতে কোন শব্দ গঠিত হয়?,উৎভব,wrong,fabricated,hard,
train_1180,has_context,তার বুকে ও মাথায় তিনটি গুলি করা হয়।,আবদুল্লাহর শরীরের কোন কোন স্থানে এবং কতটি গুলি করা হয়?,"পিঠে ও পেটে, মোট দুইটি গুলি",wrong,,hard,
train_1181,no_context,,গেছো ব্যাঙ সাধারণত কোথায় থাকতে পারে?,গাছে,correct,none,easy,
train_1182,has_context,"আঠারো শতাব্দীতে ইন্সতিতুসিওন লিব্রে দে এন্সেনিয়াঞ্জার শিক্ষাবিদ এবং শিক্ষার্থী, কেমব্রিজ বিশ্ববিদ্যালয় এবং অক্সফোর্ড বিশ্ববিদ্যালয়ের স্নাতকদের দ্বারা মাদ্রিদে ফুটবল খেলা প্রচারের মাধ্যমে রিয়াল মাদ্রিদ প্রতিষ্ঠার ভিত্তি গড়ে উঠে। ১৮৯৭ সালে, তারা (সোসিয়েদাদ) স্কাই ফুটবল নামে একটি সংঘ প্রতিষ্ঠিত করেন, যেটি লা সোসিয়েদাদ (সমাজ) নামেই অধিক পরিচিত। এটি সেসময়ের মাদ্রিদভিত্তিক খেলাধুলার একমাত্র সংঘ ছিল, যেটি প্রতি রবিবার সকালে মনক্লোয়া</i>য় খেলত। ১৯০০ সালে, এই সংঘের কয়েকজনের মধ্যে দ্বন্দ্বের সৃষ্টি হওয়ার ফলে তারা স্কাই ফুটবল হতে বিভক্ত হয়ে গিয়ে নুয়েভা সোসিয়েদাদ দে ফুটবল (ফুটবলের নতুন সমাজ) নামে নতুন একটি ক্লাব গঠন করে। বিভক্ত হয়ে যাওয়া ব্যক্তিদের মধ্যে একজন ছিলেন হুলিয়ান পালাকিওস, যিনি রিয়াল মাদ্রিদের প্রথম সভাপতির দায়িত্ব পালন করেছেন। এছাড়াও বিভক্ত হয়ে যাওয়া ব্যক্তিদের মধ্যে ছিলেন দুই ভাই হুয়ান পাদ্রোস এবং কার্লোস পাদ্রোস, যারা পরবর্তীতে রিয়াল মাদ্রিদের সভাপতিত্বের দায়িত্ব পালন করেছেন। ১৯০১ সালে, এই নতুন ক্লাবের নাম পরিবর্তন করে মাদ্রিদ ফুটবল ক্লাব রাখা হয়। পরবর্তীতে, ১৯০২ সালে পুনর্গঠনের পর স্কাই ফুটবল সংঘটি নাম পরিবর্তন করে নিউ ফুট-বল ক্লাব রাখে।[24][25][26] ১৯০৬ সালের ৬ই মার্চ তারিখে, হুয়ান পাদ্রোসের সভাপতিত্বে একটি নতুন বোর্ড নির্বাচিত হওয়ার পর, মাদ্রিদ ফুটবল ক্লাব আনুষ্ঠানিকভাবে প্রতিষ্ঠা লাভ করে।[3]","অনুচ্ছেদ অনুযায়ী, “১৯০০ সংঘের কয়েকজনের মধ্যে দ্বন্দ্বের” প্রসঙ্গে কী তথ্য দেওয়া হয়েছে?","১৯০০ সালে, এই সংঘের কয়েকজনের মধ্যে দ্বন্দ্বের সৃষ্টি হওয়ার ফলে তারা স্কাই ফুটবল হতে বিভক্ত হয়ে গিয়ে নুয়েভা সোসিয়েদাদ দে ফুটবল (ফুটবলের নতুন সমাজ) নামে নতুন একটি ক্লাব গঠন করে।",correct,none,hard,
train_1183,has_context,বানারসী ঘোষ স্ট্রীটের হোস্টেলের ছাদে বসে প্রীতিলতার বাঁশী বাজানো উপভোগ করত কলেজের মেয়েরা।,বেথুন কলেজে থাকাকালীন প্রীতিলতা কোন হোস্টেলে থাকতেন?,শ্যামবাজার স্ট্রীটের হোস্টেলে।,wrong,,hard,
train_1184,has_context,"চতুর্থ দলাই লামা য়োন-তান-র্গ্যা-ম্ত্শো মৃত্যুবরণ করার পরে ১৬১৮ খ্রিষ্টাব্দে ছোখুর মঙ্গোলদের একটি দল দ্বুস অঞ্চলে তীর্থযাত্রায় এসে মধ্য তিব্বত শাসনকারী গ্ত্সাং-পা রাজবংশের অধীনস্থ এলাকায় লুঠপাট চালালে গ্ত্সাং-পা রাজবংশের রাজা ফুন-ত্শোগ্স-র্নাম-র্গ্যাল দ্বুস অঞ্চলে আক্রমণ করে দ্গে-লুগ্স বৌদ্ধধর্মসম্প্রদায়ের বহু বৌদ্ধবিহারকে কার্মা-ব্কা'-ব্র্গ্যুদ ধর্মসম্প্রদায়ের বৌদ্ধবিহারে পরিণত করেন ও দলাই লামার পরবর্তী অবতার খোঁজার ওপর নিষেধাজ্ঞা জারি করেন।[4]:৩২৭,৩২৮ শেষ জীবনে চতুর্থ পাঞ্চেন লামা ব্লো-ব্জাং-ছোস-ক্যি-র্গ্যাল-ম্ত্শানের সঙ্গে সম্পর্কের উন্নতি হলে ফুন-ত্শোগ্স-র্নাম-র্গ্যাল এই নিষেধাজ্ঞা প্রত্যাহার করেন।[5]:৩৩ এর ফলশ্রুতিতে য়োন-তান-র্গ্যা-ম্ত্শোর প্রধান সহায়ক ব্সোদ-নাম্স-ছোস-'ফেল পঞ্চম দলাই লামা হিসেবে কুন-দ্গা'-স্ন্যিং-পোকে চিহ্নিত করেন।[1] এবং ব্লো-ব্জাং-ছোস-ক্যি-র্গ্যাল-ম্ত্শান তাঁর নতুন নাম রাখেন ঙ্গাগ-দ্বাং-ব্লো-ব্জাং-র্গ্যা-ম্ত্শো। যদিও এই চিহ্নিতকরণ পদ্ধতি বিতর্কের ঊর্ধ্বে ছিল না। দলাই লামা হিসেবে চিহ্নিত হওয়ার পূর্বে তাঁকে ব্কা'-ব্রগ্যুদ ধর্মসম্প্রদায়ের গ্রাগ্স-পা-দোন-গ্রুব (Wylie: grags pa don grub) নামক চতুর্থ ম্ত্শুর-ফু-র্গ্যাল-ত্শাব (Wylie: mtshur phu rgyal tshab) উপাধিধারী লামার অবতার রূপে চিহ্নিতকরণের অসফল প্রচেষ্টা করা হয়েছিল।[6] অন্যদিকে গ্রাগ্স-পা-র্গ্যাল-ম্ত্শান (Wylie: grags pa rgyal mtshan) নামক অপর এক শিশুকেও পঞ্চম দলাই লামা হিসেবে চিহ্নিত করা হয়েছিল। কিন্তু ব্লো-ব্জাং-ছোস-ক্যি-র্গ্যাল-ম্ত্শান তাঁকে পান-ছেন-ব্সোদ-নাম্স-গ্রাগ্স-পা নামক পঞ্চদশ দ্গা'-ল্দান-খ্রি-পার অবতার রূপে চিহ্নিত করে এই বিতর্কের অবসান ঘটান।[7][8]",পাঠ্যাংশ থেকে “৩৩ ফলশ্রুতিতে য়োন তান র্গ্যা” সম্পর্কিত সঠিক তথ্যটি লিখুন।,:৩৩ এর ফলশ্রুতিতে য়োন-তান-র্গ্যা-ম্ত্শোর প্রধান সহায়ক ব্সোদ-নাম্স-ছোস-'ফেল পঞ্চম দলাই লামা হিসেবে কুন-দ্গা'-স্ন্যিং-পোকে চিহ্নিত করেন।,correct,none,hard,
train_1185,has_context,"গোপালের প্রতিষ্ঠিত মূল রাজ্যটির সঠিক সীমারেখা কী ছিল, তার কোনও নথি পাওয়া যায় না। তবে সম্ভবত সমগ্র বাংলা অঞ্চল সেই রাজ্যের অন্তর্ভুক্ত ছিল।",গোপালের প্রতিষ্ঠিত মূল রাজ্যে সম্ভবত কোন অঞ্চল অন্তর্ভুক্ত ছিল?,সম্ভবত সমগ্র বিহার অঞ্চল।,wrong,,hard,
train_1186,no_context,,“অদ্রি” শব্দের সমার্থক শব্দ কোনটি?,করী,wrong,fabricated,easy,
train_1187,no_context,,"শচীন, দামিনী ও শ্রীবিলাস রবীন্দ্রনাথ ঠাকুরের কোন উপন্যাসের চরিত্র?",নৌকাডুবি,wrong,fabricated,easy,
train_1188,no_context,,‘চিকিৎসাশাস্ত্র’ কোন সমাস?,কর্মধারয়,correct,none,easy,
train_1189,has_context,প্রথম শহীদ স্মৃতিস্তম্ভ রাজশাহী নামে খ্যাত স্তম্ভটি ১৯৫২ সালের ২১ ফেব্রুয়ারি সন্ধ্যায় রাজশাহী কলেজ মুসলিম হোস্টেলের এফ ব্লকের সামনে ইট-কাদা দিয়ে নির্মাণ করা হয়। এই স্মৃতিস্তম্ভটি ২২ ফেব্রুয়ারি পুলিশ প্রশাসন দ্বারা ভেঙে ফেলা হয়।,প্রথম শহীদ স্মৃতিস্তম্ভ কোথায় নির্মিত হয়?,রাজশাহী কলেজ মুসলিম হোস্টেলে,wrong,,hard,
train_1190,has_context,জাস্টিন ট্রুডো তার ছোটভাই মাইকেলের সহপাঠিনী ও বান্ধবী সোফি গ্রেগরের সাথে ২০০৫ সালের ২৮ শে মে বিবাহবন্ধনের আবদ্ধ হন। [51][52] ব্যক্তিগত জীবনে তিনি তিন বাচ্চার জনক।,জাস্টিন পিয়েরে জেমস ট্রুডোর স্ত্রীর নাম কী ?,সোফি গ্রেগর।,correct,none,easy,
